"Регион";"Дата";"Маркер";"Запросов на млн"
Калининградская область;31.08.2020;что делать если не едет скорая;0
Калининградская область;19.11.2021;как не заразиться;0
Калининградская область;15.06.2022;сдать тест;35.15927149989452
Калининградская область;30.09.2021;сдать тест;277.31076365646845
Калининградская область;17.08.2022;доставка еды на дом;66.0134128097633
Калининградская область;09.02.2022;вызвать скорую;28.585379119384903
Калининградская область;21.07.2022;купить маску и респиратор;4.893459597640178
Калининградская область;13.08.2020;сделать КТ;6.275376051909911
Калининградская область;24.12.2021;вызвать скорую;18.205170450459633
Калининградская область;09.09.2021;купить маску и респиратор;8.521048884310666
Калининградская область;16.04.2021;лечение коронавируса;40.569679438677916
Калининградская область;05.04.2020;пульсоксиметр и сатурация;21.508370718277703
Калининградская область;18.07.2021;лечение коронавируса;105.27523559769719
Калининградская область;07.01.2022;пропало обоняние;42.656077618549965
Калининградская область;15.03.2022;как не заразиться;0
Калининградская область;28.10.2020;сдать тест;445.08734839212195
Калининградская область;26.09.2020;лечение коронавируса;64.80999007110952
Калининградская область;06.06.2021;сделать КТ;4.370595941683138
Калининградская область;19.02.2022;сделать КТ;11.31762389098168
Калининградская область;15.09.2020;что делать если не едет скорая;0
Калининградская область;27.12.2020;пульсоксиметр и сатурация;171.8388955512007
Калининградская область;01.01.2021;лечение коронавируса;167.21861874808124
Калининградская область;03.06.2020;вызвать скорую;23.5346447621883
Калининградская область;18.08.2022;лечение коронавируса;56.595230908542106
Калининградская область;28.03.2022;пульсоксиметр и сатурация;21.179364781974733
Калининградская область;17.05.2022;что делать если не едет скорая;0
Калининградская область;20.06.2020;антитела;38.06897251843173
Калининградская область;30.07.2022;антитела;31.89429804371007
Калининградская область;17.06.2022;вызвать скорую;10.403081581911499
Калининградская область;07.12.2021;как не заразиться;0
Калининградская область;06.02.2022;пропало обоняние;85.9994556150965
Калининградская область;07.04.2020;что делать если не едет скорая;0
Калининградская область;09.02.2022;лечение коронавируса;281.21832430962445
Калининградская область;21.03.2020;сдать тест;68.70313117761056
Калининградская область;07.08.2022;доставка еды на дом;97.22546585531848
Калининградская область;26.07.2022;лечение коронавируса;32.31336480768446
Калининградская область;12.04.2021;вызвать скорую;15.99783182326348
Калининградская область;11.06.2022;что делать если не едет скорая;0
Калининградская область;16.08.2022;купить антисептик;0.9137635636778983
Калининградская область;02.09.2020;вызвать скорую;7.988906832227251
Калининградская область;27.11.2021;антитела;252.2781837087872
Калининградская область;23.02.2021;купить маску и респиратор;7.354424421732114
Калининградская область;14.03.2021;антитела;227.98878448450108
Калининградская область;20.04.2020;пропало обоняние;6.20728611243878
Калининградская область;14.05.2020;что делать если не едет скорая;0
Калининградская область;06.06.2020;купить маску и респиратор;10.827022081711535
Калининградская область;06.11.2021;пульсоксиметр и сатурация;169.2784575124947
Калининградская область;15.05.2022;пропало обоняние;5.652437283853153
Калининградская область;21.07.2022;как не заразиться;0
Калининградская область;22.12.2020;вызвать скорую;24.50740123517302
Калининградская область;21.03.2020;пропало обоняние;11.666569445254623
Калининградская область;29.05.2020;как не заразиться;1.175798308261394
Калининградская область;04.10.2021;вызвать скорую;39.69886300767033
Калининградская область;22.07.2021;сдать тест;338.1712673153759
Калининградская область;02.04.2022;сдать тест;45.79563371343709
Калининградская область;09.08.2020;что делать если не едет скорая;0
Калининградская область;06.10.2020;сделать КТ;26.274856013789044
Калининградская область;14.04.2022;как не заразиться;0.8227872576582981
Калининградская область;25.05.2022;купить маску и респиратор;6.662158606009934
Калининградская область;14.06.2022;пропало обоняние;8.31687977284938
Калининградская область;29.05.2020;симптомы коронавируса;232.80806503575604
Калининградская область;19.05.2021;симптомы коронавируса;67.534923347862
Калининградская область;23.07.2020;что делать если не едет скорая;0
Калининградская область;21.10.2021;симптомы коронавируса;307.82898099625544
Калининградская область;06.03.2020;как не заразиться;0
Калининградская область;12.05.2020;пропало обоняние;13.847231799890883
Калининградская область;22.01.2021;сдать тест;144.72462992968272
Калининградская область;06.08.2022;купить антисептик;0
Калининградская область;12.07.2021;купить маску и респиратор;16.921457995124506
Калининградская область;08.01.2021;вызвать скорую;27.405863712923576
Калининградская область;08.01.2022;сделать КТ;9.594580980662123
Калининградская область;29.04.2021;сделать КТ;8.173139793383026
Калининградская область;19.06.2020;симптомы коронавируса;163.90383635840976
Калининградская область;29.10.2020;пульсоксиметр и сатурация;220.07969201479273
Калининградская область;01.05.2022;пропало обоняние;15.457081352680104
Калининградская область;29.06.2022;как не заразиться;0
Калининградская область;03.12.2020;симптомы коронавируса;423.3634326891072
Калининградская область;18.08.2021;вызвать скорую;15.037184136898524
Калининградская область;20.05.2022;пульсоксиметр и сатурация;4.491257318503801
Калининградская область;18.09.2020;антитела;65.35287582359477
Калининградская область;08.04.2020;пропало обоняние;9.196459363145188
Калининградская область;08.06.2020;как не заразиться;0
Калининградская область;11.01.2022;симптомы коронавируса;102.72896982210206
Калининградская область;15.06.2020;сдать тест;140.66626161087694
Калининградская область;29.05.2021;вызвать скорую;14.229764727259195
Калининградская область;27.05.2022;что делать если не едет скорая;0
Калининградская область;18.04.2022;симптомы коронавируса;16.848469677568428
Калининградская область;29.04.2020;что делать если не едет скорая;0.9087282439099305
Калининградская область;27.03.2022;как не заразиться;0
Калининградская область;04.06.2022;пропало обоняние;5.423005255976694
Калининградская область;16.08.2020;вызвать скорую;8.690991787012761
Калининградская область;16.11.2021;купить маску и респиратор;14.452178143970993
Калининградская область;02.06.2022;лечение коронавируса;17.79457585738715
Калининградская область;30.08.2021;что делать если не едет скорая;0
Калининградская область;05.04.2020;как не заразиться;3.3960585344649
Калининградская область;11.06.2020;пропало обоняние;25.34728955096009
Калининградская область;03.03.2022;лечение коронавируса;59.86386633207619
Калининградская область;27.06.2021;сдать тест;314.8510067790284
Калининградская область;12.03.2022;сдать тест;58.406852560039376
Калининградская область;01.04.2022;пропало обоняние;16.184124225930375
Калининградская область;30.05.2022;как не заразиться;0
Калининградская область;30.07.2022;пульсоксиметр и сатурация;21.26286536247338
Калининградская область;21.01.2021;вызвать скорую;13.751861412669786
Калининградская область;16.11.2020;сделать КТ;68.77049360709492
Калининградская область;04.09.2021;вызвать скорую;16.943839643501615
Калининградская область;09.03.2020;пропало обоняние;2.5051606308996535
Калининградская область;09.05.2020;как не заразиться;0
Калининградская область;16.02.2021;лечение коронавируса;62.95247088448222
Калининградская область;30.04.2021;пульсоксиметр и сатурация;23.387413478751075
Калининградская область;12.09.2020;лечение коронавируса;36.69300862285703
Калининградская область;04.11.2021;антитела;339.098929142034
Калининградская область;16.07.2022;антитела;22.93773075118201
Калининградская область;03.04.2020;сделать КТ;2.0357829570358184
Калининградская область;26.04.2022;как не заразиться;0
Калининградская область;04.07.2022;пропало обоняние;6.729390999727941
Калининградская область;17.08.2020;купить маску и респиратор;8.540480658251445
Калининградская область;06.09.2021;лечение коронавируса;125.10574414088097
Калининградская область;16.05.2021;вызвать скорую;22.640655069620014
Калининградская область;30.07.2020;вызвать скорую;12.826402800353543
Калининградская область;29.03.2021;лечение коронавируса;46.39277608804977
Калининградская область;29.04.2021;вызвать скорую;14.530026299347602
Калининградская область;14.04.2020;лечение коронавируса;101.26582278481013
Калининградская область;26.03.2020;как не заразиться;5.739585808529713
Калининградская область;24.05.2020;пропало обоняние;17.430018475819587
Калининградская область;15.09.2020;вызвать скорую;5.517070920843273
Калининградская область;26.11.2020;антитела;189.46128596614523
Калининградская область;11.04.2022;пропало обоняние;4.1294670509824005
Калининградская область;17.06.2022;как не заразиться;0
Калининградская область;19.03.2022;пульсоксиметр и сатурация;15.010627524287196
Калининградская область;05.12.2020;вызвать скорую;37.12232385747348
Калининградская область;28.08.2020;пульсоксиметр и сатурация;14.045948127036663
Калининградская область;25.04.2020;как не заразиться;0
Калининградская область;21.09.2021;вызвать скорую;28.712480184038295
Калининградская область;23.07.2020;сдать тест;200.77182942810083
Калининградская область;13.08.2021;что делать если не едет скорая;2.1384084894817033
Калининградская область;11.05.2021;купить маску и респиратор;10.997621764293472
Калининградская область;18.05.2022;как не заразиться;0
Калининградская область;11.09.2021;сделать КТ;3.256017391474227
Калининградская область;27.05.2022;сделать КТ;3.413505191941397
Калининградская область;18.07.2022;пропало обоняние;11.81638020384944
Калининградская область;05.12.2020;пропало обоняние;313.2196075474324
Калининградская область;02.02.2021;как не заразиться;0
Калининградская область;29.08.2020;сдать тест;170.0258007405568
Калининградская область;01.01.2022;купить маску и респиратор;3.1324853347478245
Калининградская область;11.07.2021;что делать если не едет скорая;1.1679568696887161
Калининградская область;28.04.2022;сделать КТ;2.5579874436923014
Калининградская область;13.08.2021;сделать КТ;8.553633957926813
Калининградская область;18.05.2020;антитела;86.86709334717882
Калининградская область;31.05.2020;вызвать скорую;8.110157566844594
Калининградская область;12.03.2021;купить антисептик;0
Калининградская область;29.05.2022;вызвать скорую;20.09963677084978
Калининградская область;04.11.2021;доставка еды на дом;121.56376705091785
Калининградская область;31.10.2020;как не заразиться;0
Калининградская область;08.01.2021;пропало обоняние;169.0028262296954
Калининградская область;11.03.2021;пульсоксиметр и сатурация;42.20465613276817
Калининградская область;02.01.2021;антитела;199.33390285877007
Калининградская область;04.01.2022;вызвать скорую;37.173303848866695
Калининградская область;14.06.2021;купить антисептик;0
Калининградская область;29.07.2021;доставка еды на дом;88.41898532452889
Калининградская область;11.06.2020;симптомы коронавируса;212.91723222806476
Калининградская область;28.06.2020;купить маску и респиратор;14.941987732628071
Калининградская область;19.12.2020;пропало обоняние;306.8229013546873
Калининградская область;03.06.2021;симптомы коронавируса;84.56596050957569
Калининградская область;24.02.2021;как не заразиться;0
Калининградская область;21.01.2022;вызвать скорую;25.705299520637624
Калининградская область;07.11.2021;симптомы коронавируса;193.9999825225241
Калининградская область;06.04.2022;антитела;46.43999381815164
Калининградская область;26.07.2021;антитела;275.94813410667456
Калининградская область;08.05.2020;сделать КТ;18.23351556123297
Калининградская область;22.03.2021;купить антисептик;0.9898118664585422
Калининградская область;08.07.2020;симптомы коронавируса;182.45753715498938
Калининградская область;21.10.2021;доставка еды на дом;89.81747456124164
Калининградская область;16.12.2020;симптомы коронавируса;415.6387686341515
Калининградская область;28.01.2022;пульсоксиметр и сатурация;190.2817476521029
Калининградская область;11.03.2020;вызвать скорую;16.606348717823817
Калининградская область;18.11.2020;как не заразиться;2.7654459373755547
Калининградская область;18.01.2021;пропало обоняние;79.46906908769509
Калининградская область;18.03.2021;сдать тест;135.12147323233893
Калининградская область;01.12.2021;сдать тест;277.5929936528737
Калининградская область;12.05.2022;вызвать скорую;17.313278261369117
Калининградская область;13.10.2020;пульсоксиметр и сатурация;75.13534654892031
Калининградская область;28.06.2021;купить антисептик;0
Калининградская область;23.12.2021;симптомы коронавируса;80.6150254651109
Калининградская область;17.02.2021;сделать КТ;12.509345924791889
Калининградская область;26.06.2021;купить маску и респиратор;7.198905766323519
Калининградская область;05.04.2022;симптомы коронавируса;22.499736209989262
Калининградская область;19.07.2021;доставка еды на дом;103.06374849996327
Калининградская область;26.07.2021;что делать если не едет скорая;2.0593144336319
Калининградская область;19.06.2022;лечение коронавируса;15.066715415861434
Калининградская область;08.01.2021;купить маску и респиратор;4.56764395215393
Калининградская область;07.02.2022;вызвать скорую;48.76493135755376
Калининградская область;28.05.2020;что делать если не едет скорая;0
Калининградская область;20.08.2020;антитела;65.63026533719636
Калининградская область;15.11.2020;пропало обоняние;336.11690341697096
Калининградская область;21.01.2021;как не заразиться;0
Калининградская область;18.03.2022;лечение коронавируса;35.09205963193693
Калининградская область;29.06.2022;что делать если не едет скорая;4.626044445184611
Калининградская область;21.09.2021;пульсоксиметр и сатурация;84.39729023793075
Калининградская область;17.04.2020;купить маску и респиратор;68.8748241396157
Калининградская область;08.03.2020;сдать тест;5.645276244536431
Калининградская область;21.09.2021;доставка еды на дом;68.7359374102735
Калининградская область;25.04.2021;купить антисептик;0
Калининградская область;30.01.2021;лечение коронавируса;110.06466009136525
Калининградская область;28.08.2020;лечение коронавируса;43.41474875629514
Калининградская область;24.12.2020;сдать тест;293.7224323014751
Калининградская область;22.12.2020;как не заразиться;0.9425923551989625
Калининградская область;21.02.2021;пропало обоняние;44.951746029550584
Калининградская область;29.04.2022;вызвать скорую;18.253271442574295
Калининградская область;05.06.2021;сделать КТ;1.1326837014744142
Калининградская область;14.02.2022;сделать КТ;15.032311558107006
Калининградская область;18.08.2021;доставка еды на дом;90.22310482139115
Калининградская область;24.08.2021;лечение коронавируса;97.30050665763824
Калининградская область;14.07.2022;купить маску и респиратор;7.19339718072781
Калининградская область;25.05.2021;купить антисептик;0
Калининградская область;10.03.2021;лечение коронавируса;53.06421735103427
Калининградская область;24.06.2020;что делать если не едет скорая;0
Калининградская область;31.08.2021;купить маску и респиратор;8.439689044345878
Калининградская область;28.03.2020;лечение коронавируса;261.75540883670317
Калининградская область;12.04.2020;пульсоксиметр и сатурация;17.055187388541686
Калининградская область;05.11.2020;пропало обоняние;361.5130512426623
Калининградская область;03.01.2021;как не заразиться;1.1719949463577912
Калининградская область;04.07.2022;сдать тест;55.75781114060294
Калининградская область;23.10.2021;сдать тест;353.4804412278895
Калининградская область;09.07.2020;что делать если не едет скорая;0
Калининградская область;27.06.2020;сделать КТ;5.695604132730359
Калининградская область;06.08.2022;сделать КТ;6.100518239024405
Калининградская область;17.06.2020;вызвать скорую;18.93920263431683
Калининградская область;01.10.2021;доставка еды на дом;80.83529808016168
Калининградская область;18.12.2020;пульсоксиметр и сатурация;205.2596482453947
Калининградская область;15.06.2022;вызвать скорую;19.337599324941987
Калининградская область;11.04.2021;купить антисептик;0
Калининградская область;04.04.2022;пульсоксиметр и сатурация;16.744439514137255
Калининградская область;15.06.2021;антитела;383.15856945778586
Калининградская область;28.02.2022;антитела;89.32405198973244
Калининградская область;30.11.2020;как не заразиться;0.939308462323868
Калининградская область;07.02.2021;пропало обоняние;44.28729891763901
Калининградская область;22.12.2021;вызвать скорую;24.801361760103042
Калининградская область;01.09.2021;доставка еды на дом;75.39523109671143
Калининградская область;14.06.2020;что делать если не едет скорая;0
Калининградская область;15.05.2021;купить антисептик;2.0858363369376582
Калининградская область;16.07.2022;что делать если не едет скорая;0
Калининградская область;26.05.2021;доставка еды на дом;62.51772468100105
Калининградская область;17.05.2022;симптомы коронавируса;4.09137848360421
Калининградская область;17.08.2021;купить антисептик;0
Калининградская область;14.02.2021;купить маску и респиратор;6.250325537788426
Калининградская область;13.12.2021;симптомы коронавируса;139.08539363564424
Калининградская область;27.09.2020;антитела;53.16106067872806
Калининградская область;16.12.2020;вызвать скорую;22.07780988125978
Калининградская область;19.04.2020;сдать тест;115.4774158375055
Калининградская область;02.10.2021;вызвать скорую;30.138418481293915
Калининградская область;13.06.2020;купить маску и респиратор;15.972283731648208
Калининградская область;28.10.2021;пульсоксиметр и сатурация;205.07878965901395
Калининградская область;20.04.2022;что делать если не едет скорая;0
Калининградская область;30.06.2020;пропало обоняние;21.812021574512894
Калининградская область;28.08.2020;как не заразиться;0
Калининградская область;27.10.2020;симптомы коронавируса;466.1853142485123
Калининградская область;26.04.2021;доставка еды на дом;40.46545388329257
Калининградская область;04.02.2021;сдать тест;149.7761624429465
Калининградская область;26.07.2020;симптомы коронавируса;298.589273865505
Калининградская область;24.10.2020;что делать если не едет скорая;1.1634508884110983
Калининградская область;20.09.2021;купить антисептик;0
Калининградская область;20.11.2021;сделать КТ;8.38796383109996
Калининградская область;07.03.2021;сделать КТ;2.217068769039078
Калининградская область;10.04.2021;вызвать скорую;13.036140923053585
Калининградская область;22.09.2021;симптомы коронавируса;188.20060959490473
Калининградская область;25.07.2020;как не заразиться;0
Калининградская область;27.08.2020;вызвать скорую;9.52233582897885
Калининградская область;02.10.2020;пропало обоняние;82.39287748885343
Калининградская область;01.06.2022;купить маску и респиратор;2.4955599828638215
Калининградская область;17.06.2021;симптомы коронавируса;180.65425979830826
Калининградская область;16.05.2021;доставка еды на дом;81.12901399947172
Калининградская область;30.04.2020;симптомы коронавируса;340.9109139621068
Калининградская область;27.05.2021;вызвать скорую;11.897233527136217
Калининградская область;26.08.2021;сдать тест;239.09460241495307
Калининградская область;11.05.2022;сдать тест;39.64552050118411
Калининградская область;31.08.2021;купить антисептик;1.875486454299084
Калининградская область;10.08.2020;вызвать скорую;11.01151804787808
Калининградская область;21.07.2021;купить маску и респиратор;8.277340573247223
Калининградская область;09.09.2020;сделать КТ;3.2910181532561333
Калининградская область;07.11.2020;пульсоксиметр и сатурация;232.4603415648436
Калининградская область;10.07.2020;пропало обоняние;23.28822363558588
Калининградская область;15.09.2020;как не заразиться;1.1034141841686547
Калининградская область;07.10.2020;что делать если не едет скорая;1.0570522828629625
Калининградская область;02.01.2021;вызвать скорую;49.52395102081244
Калининградская область;12.04.2021;доставка еды на дом;47.05244653901025
Калининградская область;13.05.2022;пульсоксиметр и сатурация;9.579436607207393
Калининградская область;30.09.2021;купить антисептик;0
Калининградская область;16.08.2021;вызвать скорую;18.626227492899975
Калининградская область;01.01.2022;антитела;121.12276627691588
Калининградская область;22.04.2021;антитела;168.1830311902296
Калининградская область;05.04.2022;что делать если не едет скорая;0
Калининградская область;16.08.2020;как не заразиться;0
Калининградская область;16.10.2020;пропало обоняние;148.9210047961658
Калининградская область;28.07.2021;купить антисептик;1.0395507477488528
Калининградская область;23.11.2021;купить маску и респиратор;11.07616843687573
Калининградская область;10.05.2021;вызвать скорую;21.27188877354798
Калининградская область;18.07.2020;сдать тест;112.46309804595367
Калининградская область;28.07.2020;вызвать скорую;8.434304001233818
Калининградская область;15.06.2021;доставка еды на дом;61.7708908705309
Калининградская область;11.11.2021;сделать КТ;13.763909194903071
Калининградская область;23.07.2022;сделать КТ;3.072300446405255
Калининградская область;10.04.2020;антитела;42.60375635467442
Калининградская область;06.08.2022;пульсоксиметр и сатурация;19.318307756910617
Калининградская область;13.08.2020;пропало обоняние;13.805827314201803
Калининградская область;19.10.2020;как не заразиться;0
Калининградская область;06.11.2021;что делать если не едет скорая;0
Калининградская область;21.04.2021;пульсоксиметр и сатурация;43.396185475296726
Калининградская область;19.01.2021;вызвать скорую;12.611221270667851
Калининградская область;03.11.2021;купить антисептик;2.558727050350631
Калининградская область;13.03.2021;доставка еды на дом;66.79529323133728
Калининградская область;29.08.2021;вызвать скорую;23.84296589155352
Калининградская область;25.11.2020;антитела;229.46604088397382
Калининградская область;13.07.2020;как не заразиться;1.2026342500613343
Калининградская область;12.09.2020;пропало обоняние;33.975007984126876
Калининградская область;08.08.2020;купить маску и респиратор;4.585753592173647
Калининградская область;10.03.2020;лечение коронавируса;84.51947895965418
Калининградская область;03.05.2021;лечение коронавируса;48.19964861511069
Калининградская область;18.07.2021;купить антисептик;0
Калининградская область;02.08.2021;лечение коронавируса;110.5224122970726
Калининградская область;29.06.2021;доставка еды на дом;86.2835193280281
Калининградская область;18.09.2021;антитела;94.87273428266624
Калининградская область;03.06.2022;антитела;33.56790460747464
Калининградская область;12.03.2022;пульсоксиметр и сатурация;29.682170973134763
Калининградская область;30.07.2020;пропало обоняние;24.486768982493125
Калининградская область;27.09.2020;как не заразиться;1.1556752321462622
Калининградская область;03.12.2020;вызвать скорую;22.38473322264245
Калининградская область;09.10.2020;лечение коронавируса;79.56778777679644
Калининградская область;15.09.2021;вызвать скорую;24.941187788438157
Калининградская область;05.08.2022;что делать если не едет скорая;0
Калининградская область;20.01.2021;лечение коронавируса;96.63042862915584
Калининградская область;06.09.2020;пульсоксиметр и сатурация;14.740222012310541
Калининградская область;20.10.2021;купить антисептик;1.645374153969177
Калининградская область;01.08.2022;лечение коронавируса;30.398261934670558
Калининградская область;24.01.2022;сдать тест;976.4171998214551
Калининградская область;15.05.2021;сдать тест;143.92270724869843
Калининградская область;20.10.2021;что делать если не едет скорая;4.113435384922943
Калининградская область;23.03.2021;доставка еды на дом;39.9346270155755
Калининградская область;05.12.2020;сделать КТ;46.40290482184185
Калининградская область;23.04.2021;вызвать скорую;18.69482106719386
Калининградская область;25.06.2020;как не заразиться;0
Калининградская область;02.09.2020;пропало обоняние;27.390537710493426
Калининградская область;20.05.2021;купить маску и респиратор;11.582313273063727
Калининградская область;13.09.2020;вызвать скорую;11.695085724978364
Калининградская область;07.07.2022;лечение коронавируса;15.542473465797872
Калининградская область;04.09.2020;что делать дома;1.213860342939824
Калининградская область;30.06.2020;доставка еды на дом;65.43606472353869
Калининградская область;20.02.2021;купить антисептик;5.497532157814357
Калининградская область;05.11.2020;что делать если не едет скорая;2.0717080300439097
Калининградская область;23.06.2022;пульсоксиметр и сатурация;6.692909245106766
Калининградская область;18.04.2021;что делать дома;2.3032187482006106
Калининградская область;13.01.2021;антитела;259.9631119536793
Калининградская область;17.06.2022;вторая волна;0
Калининградская область;26.05.2021;пропало обоняние;14.49686369414517
Калининградская область;26.03.2021;как не заразиться;0
Калининградская область;03.06.2020;вторая волна;12.944054619203564
Калининградская область;02.10.2020;доставка еды на дом;43.55052095839395
Калининградская область;10.10.2021;что делать дома;0
Калининградская область;30.05.2020;пульсоксиметр и сатурация;20.05771272541526
Калининградская область;09.09.2020;сдать тест;143.70779269218448
Калининградская область;18.10.2021;купить маску и респиратор;18.343085740585412
Калининградская область;24.12.2020;что делать дома;0
Калининградская область;14.11.2020;купить антисептик;3.5475334000269614
Калининградская область;11.05.2022;сделать КТ;0.8090922551262063
Калининградская область;26.08.2021;сделать КТ;9.758963363875635
Калининградская область;08.06.2020;антитела;81.64189470154989
Калининградская область;26.04.2021;пропало обоняние;29.506060123234167
Калининградская область;02.07.2021;как не заразиться;2.995814846659217
Калининградская область;04.02.2021;пульсоксиметр и сатурация;87.53152350561805
Калининградская область;27.02.2022;что делать если не едет скорая;0
Калининградская область;17.04.2020;лечение коронавируса;82.64978896753883
Калининградская область;24.12.2021;вторая волна;0.9102585225229818
Калининградская область;10.07.2020;доставка еды на дом;73.54175884921857
Калининградская область;10.06.2021;лечение коронавируса;63.12274830793349
Калининградская область;09.02.2022;вторая волна;0
Калининградская область;16.03.2022;что делать если не едет скорая;0
Калининградская область;07.03.2021;сдать тест;107.52783529839529
Калининградская область;20.11.2021;сдать тест;189.19518419036578
Калининградская область;13.09.2021;лечение коронавируса;133.91692312477429
Калининградская область;06.02.2021;купить антисептик;0
Калининградская область;31.07.2020;лечение коронавируса;45.41798289176297
Калининградская область;24.08.2021;что делать дома;2.97858693849913
Калининградская область;04.02.2021;сделать КТ;13.616014767540587
Калининградская область;25.04.2022;купить маску и респиратор;4.6793513483160964
Калининградская область;16.05.2021;пропало обоняние;35.84770386023169
Калининградская область;07.11.2020;лечение коронавируса;313.06216853958836
Калининградская область;10.01.2021;что делать дома;0
Калининградская область;08.03.2021;как не заразиться;0
Калининградская область;01.05.2022;вторая волна;0
Калининградская область;16.10.2020;доставка еды на дом;65.93449067311158
Калининградская область;21.11.2020;купить маску и респиратор;9.244109191417769
Калининградская область;04.11.2020;купить антисептик;0
Калининградская область;26.03.2022;антитела;63.92109425165348
Калининградская область;15.07.2021;антитела;473.5126211376461
Калининградская область;19.04.2020;сделать КТ;4.4414390706732885
Калининградская область;18.08.2020;что делать дома;2.3017767414667385
Калининградская область;30.11.2021;лечение коронавируса;138.3437227559052
Калининградская область;20.11.2020;что делать если не едет скорая;3.0253280464044985
Калининградская область;04.06.2021;что делать дома;0.9823472204485398
Калининградская область;14.05.2022;лечение коронавируса;12.356815401534716
Калининградская область;10.06.2021;как не заразиться;0.9421305717602013
Калининградская область;12.04.2021;пропало обоняние;35.759859369647785
Калининградская область;04.08.2021;пульсоксиметр и сатурация;75.08681269851719
Калининградская область;07.01.2021;купить антисептик;0
Калининградская область;28.06.2022;симптомы коронавируса;11.247023053585504
Калининградская область;25.07.2020;пульсоксиметр и сатурация;17.93937319830045
Калининградская область;20.01.2022;симптомы коронавируса;215.56020531704368
Калининградская область;05.12.2020;сдать тест;228.5343062475711
Калининградская область;13.08.2020;доставка еды на дом;40.16240673222343
Калининградская область;06.09.2021;что делать дома;0
Калининградская область;15.05.2021;сделать КТ;13.55793619009478
Калининградская область;24.01.2022;сделать КТ;9.299211426871
Калининградская область;07.04.2021;купить маску и респиратор;8.264667719034357
Калининградская область;15.06.2021;пропало обоняние;40.2853636112158
Калининградская область;07.04.2021;как не заразиться;0
Калининградская область;27.01.2021;что делать дома;0.9456327370488504
Калининградская область;06.08.2022;симптомы коронавируса;65.07219454959366
Калининградская область;18.05.2022;вторая волна;0
Калининградская область;21.01.2021;симптомы коронавируса;132.60723505074435
Калининградская область;04.12.2020;купить антисептик;2.1357025393503193
Калининградская область;12.09.2020;доставка еды на дом;78.82201852317435
Калининградская область;01.03.2020;вторая волна;0
