"Регион";"Дата";"Маркер";"Запросов на млн"
Калининградская область;16.10.2020;вторая волна;10.231214069965588
Калининградская область;16.06.2020;купить маску и респиратор;19.636792968064437
Калининградская область;23.03.2021;вторая волна;1.9967313507787752
Калининградская область;17.12.2021;симптомы коронавируса;121.6407676845111
Калининградская область;21.02.2021;купить маску и респиратор;9.220870980420633
Калининградская область;27.06.2022;что делать дома;2.890371114016469
Калининградская область;28.12.2021;как не заразиться;0
Калининградская область;17.02.2022;пропало обоняние;34.85136272616451
Калининградская область;26.03.2022;симптомы коронавируса;15.496022848885692
Калининградская область;30.06.2021;что делать если не едет скорая;1.056659118598363
Калининградская область;25.01.2022;антитела;222.89699767770637
Калининградская область;16.05.2021;антитела;168.86155239424926
Калининградская область;26.04.2020;что делать дома;23.969267041604112
Калининградская область;29.06.2022;вторая волна;0
Калининградская область;19.05.2020;сдать тест;98.10075042311901
Калининградская область;23.03.2022;пропало обоняние;10.253982604118512
Калининградская область;08.06.2022;как не заразиться;0
Калининградская область;28.04.2020;вторая волна;5.395649487817972
Калининградская область;12.04.2020;как не заразиться;4.2637968471354215
Калининградская область;04.06.2020;пропало обоняние;23.849357915661518
Калининградская область;10.10.2020;что делать дома;1.2243993402936355
Калининградская область;21.03.2021;что делать если не едет скорая;0
Калининградская область;30.03.2022;пульсоксиметр и сатурация;11.134502403064214
Калининградская область;28.08.2020;антитела;89.38330626296059
Калининградская область;21.03.2021;что делать дома;4.2456625250228734
Калининградская область;05.05.2022;как не заразиться;0
Калининградская область;25.06.2022;пропало обоняние;5.865955869240805
Калининградская область;10.04.2021;сделать КТ;5.925518601387993
Калининградская область;20.12.2021;сделать КТ;4.784337991152164
Калининградская область;13.12.2020;пульсоксиметр и сатурация;169.5195301519453
Калининградская область;04.12.2021;вторая волна;1.9575447690488683
Калининградская область;02.03.2020;пропало обоняние;6.687479589255004
Калининградская область;16.05.2020;как не заразиться;0
Калининградская область;14.10.2021;что делать дома;0
Калининградская область;11.04.2020;пульсоксиметр и сатурация;25.63888192180141
Калининградская область;01.01.2021;сдать тест;146.31629140457107
Калининградская область;25.10.2020;что делать дома;2.3076115412883627
Калининградская область;26.08.2021;купить маску и респиратор;1.9517926727751274
Калининградская область;23.04.2021;лечение коронавируса;36.454901081028034
Калининградская область;09.10.2020;сделать КТ;13.64019219030796
Калининградская область;27.07.2021;что делать дома;6.204609404326474
Калининградская область;18.04.2022;пропало обоняние;4.813848479305265
Калининградская область;10.06.2022;как не заразиться;0
Калининградская область;15.02.2021;что делать дома;0.9509798420802874
Калининградская область;27.07.2021;лечение коронавируса;105.47835987355006
Калининградская область;15.07.2022;купить маску и респиратор;3.5392999441675435
Калининградская область;02.08.2022;вторая волна;4.512940857910057
Калининградская область;17.03.2020;как не заразиться;6.644371110274412
Калининградская область;02.06.2020;пропало обоняние;20.4159571120788
Калининградская область;19.10.2020;лечение коронавируса;154.09991960444984
Калининградская область;07.04.2022;сдать тест;40.23916264669542
Калининградская область;27.07.2021;сдать тест;351.59453291183354
Калининградская область;21.02.2022;вторая волна;0.7808443269707535
Калининградская область;26.01.2021;лечение коронавируса;91.13278046113187
Калининградская область;19.06.2020;что делать дома;2.5215974824370733
Калининградская область;11.05.2022;как не заразиться;0
Калининградская область;25.07.2022;пропало обоняние;4.529941554694061
Калининградская область;11.08.2022;лечение коронавируса;72.57400191896971
Калининградская область;08.06.2021;что делать дома;1.8860006883902514
Калининградская область;04.03.2021;что делать если не едет скорая;0
Калининградская область;22.04.2020;купить маску и респиратор;49.285092354786954
Калининградская область;22.09.2021;пульсоксиметр и сатурация;60.39926540487641
Калининградская область;17.01.2022;лечение коронавируса;113.99528664386244
Калининградская область;11.04.2022;вторая волна;0
Калининградская область;16.04.2020;как не заразиться;0.8865531169434486
Калининградская область;13.04.2020;вторая волна;0.8428590453104166
Калининградская область;09.01.2021;купить маску и респиратор;8.187527121183589
Калининградская область;01.07.2022;лечение коронавируса;14.933285546819583
Калининградская область;19.03.2021;антитела;235.4134409667092
Калининградская область;02.12.2021;антитела;258.4900328812166
Калининградская область;23.06.2022;сделать КТ;0.9561298921581095
Калининградская область;08.10.2021;сделать КТ;11.338650530507111
Калининградская область;07.03.2020;антитела;14.929586640462981
Калининградская область;08.07.2021;что делать дома;2.000552152394061
Калининградская область;11.05.2022;симптомы коронавируса;16.99093735765033
Калининградская область;25.06.2021;купить маску и респиратор;9.35770773591301
Калининградская область;31.01.2021;что делать дома;1.0598935230966697
Калининградская область;03.12.2021;симптомы коронавируса;131.9112219406309
Калининградская область;22.05.2022;пропало обоняние;13.051138711852609
Калининградская область;14.07.2022;как не заразиться;0
Калининградская область;12.10.2020;пульсоксиметр и сатурация;76.51544526302185
Калининградская область;17.08.2022;вторая волна;0
Калининградская область;21.08.2020;сдать тест;179.95185344117021
Калининградская область;09.03.2022;что делать если не едет скорая;0
Калининградская область;12.03.2022;вторая волна;0
Калининградская область;29.04.2020;пропало обоняние;8.178554195189374
Калининградская область;08.07.2020;что делать дома;1.1847892023051259
Калининградская область;02.11.2020;симптомы коронавируса;627.9018623302045
Калининградская область;23.06.2021;что делать дома;0
Калининградская область;15.11.2020;что делать если не едет скорая;0
Калининградская область;07.04.2022;как не заразиться;0
Калининградская область;21.06.2022;пропало обоняние;12.038961519179356
Калининградская область;05.08.2020;симптомы коронавируса;210.3879354345569
Калининградская область;27.03.2022;вторая волна;0
Калининградская область;16.09.2021;симптомы коронавируса;183.1475778288299
Калининградская область;29.03.2020;вторая волна;1.1353663202664024
Калининградская область;30.03.2020;пропало обоняние;10.694397953520006
Калининградская область;20.05.2020;как не заразиться;0
Калининградская область;25.12.2020;антитела;353.32974882863505
Калининградская область;07.06.2021;симптомы коронавируса;100.66286970085254
Калининградская область;20.04.2020;симптомы коронавируса;356.47557388577
Калининградская область;03.07.2020;купить маску и респиратор;6.140326100438542
Калининградская область;18.07.2022;вторая волна;0
Калининградская область;22.04.2022;пропало обоняние;11.734705391194456
Калининградская область;08.07.2022;как не заразиться;0
Калининградская область;17.05.2020;вторая волна;5.689000545006253
Калининградская область;16.03.2021;пульсоксиметр и сатурация;41.99338795018821
Калининградская область;25.09.2020;что делать дома;1.1822077730161076
Калининградская область;13.03.2020;как не заразиться;9.597470106879827
Калининградская область;05.05.2020;пропало обоняние;14.669655084973977
Калининградская область;29.10.2020;что делать если не едет скорая;2.106025760907108
Калининградская область;30.07.2022;купить антисептик;1.063143268123669
Калининградская область;03.07.2022;антитела;31.648540844024385
Калининградская область;22.10.2021;антитела;387.6832429314725
Калининградская область;29.03.2020;сделать КТ;0
Калининградская область;02.03.2021;что делать дома;0
Калининградская область;05.11.2020;сделать КТ;68.36636499144903
Калининградская область;22.02.2022;что делать если не едет скорая;1.681476268905048
Калининградская область;05.04.2022;как не заразиться;0
Калининградская область;19.11.2021;вторая волна;0.8333791691876387
Калининградская область;26.05.2022;пропало обоняние;5.797672814132407
Калининградская область;06.01.2022;купить маску и респиратор;9.620611197429373
Калининградская область;29.10.2021;что делать дома;2.8135858682960455
Калининградская область;14.06.2021;сдать тест;264.3682619266832
Калининградская область;27.02.2022;сдать тест;94.34021597620111
Калининградская область;13.11.2020;что делать дома;2.1477432587708463
Калининградская область;01.04.2020;пропало обоняние;5.200624490988878
Калининградская область;15.06.2020;как не заразиться;0
Калининградская область;04.07.2022;симптомы коронавируса;7.690732571117646
Калининградская область;02.11.2020;вызвать скорую;60.63209472582989
Калининградская область;28.03.2020;купить маску и респиратор;186.01907226973827
Калининградская область;22.10.2021;вызвать скорую;30.220297333188274
Калининградская область;30.01.2022;симптомы коронавируса;292.95239069781263
Калининградская область;16.08.2021;пульсоксиметр и сатурация;78.42622102273674
Калининградская область;02.08.2022;что делать если не едет скорая;0
Калининградская область;04.06.2020;доставка еды на дом;59.62339478915379
Калининградская область;20.03.2022;купить антисептик;0
Калининградская область;03.12.2020;купить маску и респиратор;10.705741976046388
Калининградская область;23.03.2022;доставка еды на дом;46.1429217185333
Калининградская область;27.07.2022;симптомы коронавируса;50.36666045183313
Калининградская область;16.02.2021;антитела;258.48666075294966
Калининградская область;29.03.2021;вызвать скорую;9.278555217609956
Калининградская область;27.07.2021;сделать КТ;11.375117241265203
Калининградская область;07.04.2022;сделать КТ;7.101028702358015
Калининградская область;09.05.2020;антитела;62.344966638810405
Калининградская область;15.01.2021;симптомы коронавируса;208.2247717002247
Калининградская область;02.03.2020;доставка еды на дом;37.89571767244502
Калининградская область;21.04.2022;купить маску и респиратор;3.399022271243677
Калининградская область;18.10.2020;вызвать скорую;15.174391696572863
Калининградская область;14.10.2020;симптомы коронавируса;321.50086011281934
Калининградская область;05.08.2021;симптомы коронавируса;195.01232267055147
Калининградская область;12.12.2021;купить антисептик;0
Калининградская область;30.04.2021;симптомы коронавируса;76.00909380594098
Калининградская область;25.06.2022;доставка еды на дом;91.50891156015655
Калининградская область;09.10.2020;сдать тест;253.48023820322294
Калининградская область;19.10.2021;что делать если не едет скорая;0.8279681000450415
Калининградская область;01.01.2021;сделать КТ;31.353491015265234
Калининградская область;13.03.2020;симптомы коронавируса;1422.8249433449344
Калининградская область;23.01.2021;пульсоксиметр и сатурация;75.31813726239311
Калининградская область;02.06.2020;доставка еды на дом;44.434730185112684
Калининградская область;03.11.2021;что делать если не едет скорая;0
Калининградская область;18.02.2022;купить антисептик;0
Калининградская область;16.06.2021;вызвать скорую;9.343881953132957
Калининградская область;18.04.2022;доставка еды на дом;38.51078783444212
Калининградская область;20.12.2021;сдать тест;238.4195098924162
Калининградская область;02.05.2020;пульсоксиметр и сатурация;62.53855011115921
Калининградская область;10.04.2021;сдать тест;114.95506086692707
Калининградская область;06.10.2021;купить маску и респиратор;20.32277649772512
Калининградская область;27.06.2020;вызвать скорую;11.391208265460717
Калининградская область;16.11.2021;купить антисептик;0.8028987857761662
Калининградская область;23.02.2021;вызвать скорую;10.506320602474448
Калининградская область;27.06.2022;пульсоксиметр и сатурация;14.451855570082348
Калининградская область;19.08.2022;что делать если не едет скорая;0
Калининградская область;14.08.2021;антитела;161.41389478087495
Калининградская область;29.04.2022;антитела;67.5371043375249
Калининградская область;04.08.2021;вызвать скорую;20.571729506443067
Калининградская область;25.07.2022;доставка еды на дом;67.94912332041093
Калининградская область;19.05.2020;сделать КТ;11.42921364152843
Калининградская область;27.02.2022;сделать КТ;6.289347731746741
Калининградская область;14.06.2021;сделать КТ;4.082907520103216
Калининградская область;29.04.2020;доставка еды на дом;65.42843356151499
Калининградская область;24.09.2020;что делать если не едет скорая;0
Калининградская область;14.02.2022;купить маску и респиратор;3.955871462659738
Калининградская область;01.07.2021;вызвать скорую;21.08603629961149
Калининградская область;22.05.2022;доставка еды на дом;65.25569355926305
Калининградская область;19.01.2022;купить антисептик;0
Калининградская область;05.11.2020;сдать тест;595.6160586376241
Калининградская область;16.07.2020;вызвать скорую;22.110523134977374
Калининградская область;30.03.2020;доставка еды на дом;241.69339374955217
Калининградская область;28.09.2020;купить маску и респиратор;7.371827612970625
Калининградская область;29.03.2020;сдать тест;154.40981955623073
Калининградская область;21.06.2022;доставка еды на дом;57.61503012750121
Калининградская область;08.02.2021;вызвать скорую;21.72446949790028
Калининградская область;11.06.2021;пульсоксиметр и сатурация;41.03546147796054
Калининградская область;27.04.2020;лечение коронавируса;61.10376767628662
Калининградская область;07.08.2022;антитела;28.065082927308428
Калининградская область;28.06.2020;антитела;38.849168104832984
Калининградская область;16.12.2021;купить антисептик;0
Калининградская область;16.07.2021;вызвать скорую;28.0537899051674
Калининградская область;21.03.2022;что делать если не едет скорая;0
Калининградская область;21.11.2020;вызвать скорую;27.732327574253308
Калининградская область;05.05.2020;доставка еды на дом;74.39610793093945
Калининградская область;15.12.2021;пульсоксиметр и сатурация;72.46493502310825
Калининградская область;20.06.2021;лечение коронавируса;108.16291301298173
Калининградская область;14.03.2020;что делать если не едет скорая;0
Калининградская область;06.11.2021;вызвать скорую;21.2754345507507
Калининградская область;07.04.2022;что делать если не едет скорая;0
Калининградская область;19.09.2021;лечение коронавируса;109.46532376511217
Калининградская область;22.04.2022;доставка еды на дом;39.71746440096586
Калининградская область;21.07.2020;лечение коронавируса;50.24422281159493
Калининградская область;01.11.2020;лечение коронавируса;317.9779060602415
Калининградская область;14.02.2022;купить антисептик;2.373522877595843
Калининградская область;13.02.2022;антитела;91.89648080238756
Калининградская область;04.06.2021;антитела;246.56915233258349
Калининградская область;10.03.2021;вызвать скорую;12.542451373880827
Калининградская область;21.08.2020;сделать КТ;5.033618278074691
Калининградская область;26.03.2021;купить маску и респиратор;8.775942508800625
Калининградская область;01.04.2020;доставка еды на дом;247.5497257710706
Калининградская область;03.10.2020;вызвать скорую;24.9146362276251
Калининградская область;13.07.2020;пульсоксиметр и сатурация;14.431611000736012
Калининградская область;10.12.2021;лечение коронавируса;114.89102586196992
Калининградская область;26.05.2022;доставка еды на дом;58.804967114771564
Калининградская область;08.10.2021;сдать тест;344.883953636258
Калининградская область;15.01.2022;купить антисептик;0
Калининградская область;23.06.2022;сдать тест;38.24519568632438
Калининградская область;09.10.2020;что делать если не едет скорая;0
Калининградская область;20.05.2022;лечение коронавируса;13.473771955511403
Калининградская область;03.05.2020;вызвать скорую;9.810546091785017
Калининградская область;21.04.2021;сделать КТ;8.136784776618136
Калининградская область;31.12.2021;сделать КТ;9.5192652079186
Калининградская область;15.12.2021;доставка еды на дом;46.69962479266977
Калининградская область;22.06.2022;купить антисептик;0
Калининградская область;20.07.2022;вызвать скорую;15.346823830931715
Калининградская область;29.03.2020;купить антисептик;34.06098960799207
Калининградская область;14.01.2021;сдать тест;195.20286432389514
Калининградская область;16.07.2020;что делать если не едет скорая;0
Калининградская область;23.02.2022;купить маску и респиратор;7.6808848379333305
Калининградская область;18.01.2022;доставка еды на дом;40.27499768418763
Калининградская область;21.11.2021;вызвать скорую;18.650057942339107
Калининградская область;07.06.2020;что делать если не едет скорая;0
Калининградская область;07.06.2020;сдать тест;78.5212871209385
Калининградская область;21.07.2022;что делать если не едет скорая;0
Калининградская область;23.05.2022;купить антисептик;0
Калининградская область;21.09.2020;купить маску и респиратор;9.540730438322358
Калининградская область;04.06.2021;пульсоксиметр и сатурация;47.15266658152991
Калининградская область;23.03.2020;симптомы коронавируса;762.1707416880924
Калининградская область;10.09.2020;антитела;81.49124574786389
Калининградская область;28.04.2020;купить антисептик;13.489123719544931
Калининградская область;14.01.2022;доставка еды на дом;62.33301369874711
Калининградская область;15.03.2021;симптомы коронавируса;81.2629743726129
Калининградская область;19.08.2021;симптомы коронавируса;162.52437865679852
Калининградская область;10.12.2021;пульсоксиметр и сатурация;63.63195278509103
Калининградская область;27.05.2022;купить антисептик;0
Калининградская область;25.08.2020;симптомы коронавируса;145.49756025432498
Калининградская область;14.03.2022;вызвать скорую;12.404889387151945
Калининградская область;23.05.2020;что делать если не едет скорая;0
Калининградская область;02.02.2021;симптомы коронавируса;125.65754386503421
Калининградская область;31.03.2020;купить антисептик;55.11675913456289
Калининградская область;06.07.2022;что делать если не едет скорая;0
Калининградская область;06.03.2021;антитела;170.1665847566439
Калининградская область;19.11.2021;антитела;465.0255764067024
Калининградская область;28.09.2020;сделать КТ;6.318709382546251
Калининградская область;13.02.2022;доставка еды на дом;69.14116174655825
Калининградская область;23.04.2022;купить антисептик;0
Калининградская область;06.04.2021;купить маску и респиратор;9.194167955382541
Калининградская область;29.06.2020;что делать если не едет скорая;0
Калининградская область;13.03.2022;симптомы коронавируса;24.11556177201148
Калининградская область;15.03.2020;вызвать скорую;14.63832361917913
Калининградская область;25.03.2022;сдать тест;66.30801398657042
Калининградская область;14.07.2021;сдать тест;396.5158606344254
Калининградская область;04.05.2020;купить антисептик;1.1720979733253944
Калининградская область;24.06.2022;симптомы коронавируса;6.123967473567425
Калининградская область;24.07.2020;пульсоксиметр и сатурация;26.248504133542845
Калининградская область;29.03.2022;вызвать скорую;12.083375289497534
Калининградская область;29.07.2022;пропало обоняние;7.597658401680603
Калининградская область;05.08.2021;пульсоксиметр и сатурация;75.89668774205245
Калининградская область;31.03.2022;лечение коронавируса;28.408306913607905
Калининградская область;26.06.2022;купить антисептик;1.1509320823468885
Калининградская область;05.03.2020;купить маску и респиратор;38.39545397824897
Калининградская область;28.12.2021;лечение коронавируса;99.94229746599133
Калининградская область;11.12.2021;доставка еды на дом;64.24651973682289
Калининградская область;01.03.2020;купить антисептик;4.9441068718141405
Калининградская область;27.02.2022;вызвать скорую;15.274130205670657
Калининградская область;11.08.2022;как не заразиться;0
Калининградская область;22.11.2020;купить маску и респиратор;8.17179566016362
Калининградская область;04.08.2022;вызвать скорую;14.615652194247863
Калининградская область;04.12.2020;антитела;221.04521282275803
Калининградская область;04.06.2022;сделать КТ;2.1692021023906776
Калининградская область;19.09.2021;сделать КТ;6.663106663963349
Калининградская область;13.12.2020;лечение коронавируса;207.07132480585722
Калининградская область;24.03.2022;купить антисептик;4.296673257763444
Калининградская область;26.04.2022;купить маску и респиратор;7.387597700979595
Калининградская область;19.03.2022;доставка еды на дом;57.04038459229134
Калининградская область;06.08.2021;что делать если не едет скорая;1.931046202211434
Калининградская область;11.07.2020;лечение коронавируса;40.459508403021346
Калининградская область;12.11.2021;лечение коронавируса;206.8515864689276
Калининградская область;03.06.2020;купить антисептик;7.060393428656489
Калининградская область;03.04.2020;вызвать скорую;16.286263656286547
Калининградская область;29.05.2021;лечение коронавируса;65.67583720273474
Калининградская область;31.07.2020;сдать тест;252.18932605689437
Калининградская область;17.04.2022;вызвать скорую;12.921840402349192
Калининградская область;18.04.2020;вызвать скорую;7.79440584357741
Калининградская область;24.11.2020;сделать КТ;57.491088881223405
Калининградская область;30.01.2021;пульсоксиметр и сатурация;77.62454974864708
Калининградская область;16.06.2020;лечение коронавируса;47.864682859657066
Калининградская область;26.07.2022;купить антисептик;0
Калининградская область;15.11.2021;доставка еды на дом;47.82332152097292
Калининградская область;05.07.2022;вызвать скорую;18.027608808479428
Калининградская область;13.08.2022;как не заразиться;0
Калининградская область;13.10.2021;купить маску и респиратор;6.636911181536113
Калининградская область;29.05.2020;пульсоксиметр и сатурация;22.340167856966488
Калининградская область;05.07.2021;сдать тест;764.6426107673882
Калининградская область;20.03.2022;сдать тест;35.044716084259186
Калининградская область;20.07.2021;что делать если не едет скорая;0
Калининградская область;19.04.2022;купить антисептик;0
Калининградская область;10.12.2021;вызвать скорую;23.861982294409138
Калининградская область;17.02.2022;доставка еды на дом;66.67217217179298
Калининградская область;01.06.2020;купить антисептик;3.4822215180396485
Калининградская область;18.06.2022;пульсоксиметр и сатурация;7.116178734011471
Калининградская область;24.07.2022;антитела;19.167938938613716
Калининградская область;12.11.2021;антитела;517.128966172319
Калининградская область;11.04.2020;сделать КТ;3.344201989800184
Калининградская область;06.06.2021;пропало обоняние;39.33536347514824
Калининградская область;16.04.2021;как не заразиться;0
Калининградская область;19.03.2020;купить маску и респиратор;138.6222260546477
Калининградская область;23.08.2021;пульсоксиметр и сатурация;89.13986044103198
Калининградская область;31.12.2020;купить антисептик;0
Калининградская область;23.03.2021;вызвать скорую;9.983656753893875
Калининградская область;03.08.2021;антитела;230.41157020561772
Калининградская область;14.04.2022;антитела;67.46855512798045
Калининградская область;16.05.2020;сделать КТ;7.088369521428732
Калининградская область;16.10.2020;вызвать скорую;23.87283282991971
Калининградская область;10.12.2020;купить маску и респиратор;10.729739325860232
Калининградская область;20.08.2020;доставка еды на дом;75.17648574987948
Калининградская область;20.05.2021;как не заразиться;0
Калининградская область;04.03.2021;пропало обоняние;25.827780360555813
Калининградская область;20.08.2021;что делать если не едет скорая;1.006005854954076
Калининградская область;25.02.2021;сделать КТ;6.075924755747825
Калининградская область;12.04.2022;купить маску и респиратор;6.455480985784224
Калининградская область;31.10.2020;вызвать скорую;52.41476049574379
Калининградская область;27.11.2020;купить антисептик;3.0440875195455783
Калининградская область;19.09.2020;доставка еды на дом;67.78662335275246
Калининградская область;16.10.2021;вызвать скорую;30.31245294236136
Калининградская область;11.04.2020;симптомы коронавируса;537.3017863612295
Калининградская область;09.12.2021;сдать тест;222.49324953844922
Калининградская область;26.03.2021;сдать тест;175.51885017601248
Калининградская область;22.04.2021;как не заразиться;0
Калининградская область;06.07.2021;пропало обоняние;77.2798334097429
Калининградская область;21.08.2021;сделать КТ;5.708101394146684
Калининградская область;06.05.2022;сделать КТ;8.252315462180096
Калининградская область;26.05.2020;антитела;103.94387934375257
Калининградская область;21.02.2021;вызвать скорую;16.136524215736106
Калининградская область;01.04.2021;симптомы коронавируса;86.18749610959219
Калининградская область;16.01.2021;пульсоксиметр и сатурация;122.16124805679779
Калининградская область;29.07.2021;вызвать скорую;18.724020421664942
Калининградская область;03.09.2021;симптомы коронавируса;131.20965046979205
Калининградская область;07.09.2020;симптомы коронавируса;185.78818191596508
Калининградская область;04.09.2021;что делать если не едет скорая;0
Калининградская область;26.01.2021;купить антисептик;0
Калининградская область;21.07.2020;доставка еды на дом;49.04793179227124
Калининградская область;11.05.2020;пульсоксиметр и сатурация;46.74487965733971
Калининградская область;21.02.2021;симптомы коронавируса;92.20870980420634
Калининградская область;29.09.2021;купить маску и респиратор;10.428833639245786
Калининградская область;06.09.2020;сдать тест;138.80375728259094
Калининградская область;10.06.2021;вызвать скорую;10.363436289362214
Калининградская область;22.05.2021;как не заразиться;0
Калининградская область;30.03.2021;пропало обоняние;36.56669524642585
Калининградская область;25.06.2020;вызвать скорую;16.72068734887071
Калининградская область;27.12.2020;купить антисептик;0
Калининградская область;28.02.2022;симптомы коронавируса;39.96076010066977
Калининградская область;10.01.2021;антитела;198.49970112898106
Калининградская область;06.07.2022;пульсоксиметр и сатурация;15.079743568960609
Калининградская область;05.06.2022;симптомы коронавируса;19.2432691320858
Калининградская область;24.08.2020;доставка еды на дом;58.059062322919864
Калининградская область;15.04.2022;лечение коронавируса;27.13444183181225
Калининградская область;29.07.2022;сделать КТ;1.8994146004201506
Калининградская область;19.06.2020;сделать КТ;13.868786153403905
Калининградская область;02.02.2021;вызвать скорую;6.7145252446964845
Калининградская область;14.01.2022;лечение коронавируса;117.83501219763153
Калининградская область;02.06.2021;пропало обоняние;11.512127546698466
Калининградская область;14.07.2021;вызвать скорую;22.750910036401457
Калининградская область;19.03.2021;как не заразиться;1.0370636165934326
Калининградская область;05.02.2022;купить маску и респиратор;11.756024510406796
Калининградская область;03.08.2020;что делать если не едет скорая;0
Калининградская область;21.06.2020;доставка еды на дом;79.41793619256481
Калининградская область;01.03.2021;купить антисептик;0.958166452676159
Калининградская область;15.10.2021;сдать тест;438.1880922385934
Калининградская область;26.06.2022;сдать тест;13.811184988162664
Калининградская область;05.10.2020;купить маску и респиратор;13.581988194117955
Калининградская область;05.06.2022;что делать если не едет скорая;0
Калининградская область;28.11.2020;лечение коронавируса;267.4191287669212
Калининградская область;29.06.2021;вызвать скорую;25.989011845791598
Калининградская область;03.05.2021;пропало обоняние;17.011640687686125
Калининградская область;25.06.2021;как не заразиться;1.0397453039903346
Калининградская область;18.04.2020;что делать если не едет скорая;0
Калининградская область;10.07.2020;вызвать скорую;9.805567846562473
Калининградская область;24.06.2020;лечение коронавируса;23.550207657419286
Калининградская область;23.09.2020;доставка еды на дом;34.71792768689637
Калининградская область;24.10.2021;лечение коронавируса;279.221253797128
Калининградская область;18.06.2021;пульсоксиметр и сатурация;71.69112187388303
Калининградская область;16.05.2021;лечение коронавируса;44.3379495113392
Калининградская область;07.06.2021;антитела;281.29157047247577
Калининградская область;20.02.2022;антитела;134.08981626278873
Калининградская область;23.11.2020;купить антисептик;2.699351615741899
Калининградская область;24.12.2021;пульсоксиметр и сатурация;75.55145736940747
Калининградская область;01.06.2020;лечение коронавируса;73.12665187883262
Калининградская область;07.05.2021;пропало обоняние;28.0272037838658
Калининградская область;17.03.2021;как не заразиться;0
Калининградская область;08.03.2021;вызвать скорую;15.961301292971813
Калининградская область;17.07.2020;доставка еды на дом;78.75371577383534
Калининградская область;22.06.2022;что делать если не едет скорая;0
Калининградская область;12.08.2020;антитела;115.39009216476724
Калининградская область;27.09.2020;вызвать скорую;21.957829410778984
Калининградская область;05.05.2020;что делать если не едет скорая;0
Калининградская область;30.01.2021;купить антисептик;0
Калининградская область;06.02.2022;сделать КТ;17.53386959142744
Калининградская область;28.05.2021;сделать КТ;4.80249268580364
Калининградская область;19.03.2021;купить маску и респиратор;3.111190849780298
Калининградская область;18.08.2020;что делать если не едет скорая;1.1508883707333692
Калининградская область;19.06.2021;как не заразиться;0
Калининградская область;03.04.2021;пропало обоняние;44.55419628128401
