"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Бенин;21.07.2022;27271;"";163;0;"";0
Аргентина;02.07.2022;9367172;"";129070;0;"";0
Мозамбик;14.04.2022;225314;"";2200;10;"";0
Сальвадор;14.05.2022;162089;"";4129;0;"";0
Никарагуа;24.07.2022;14777;"";244;0;"";0
Бангладеш;20.03.2022;1950609;"";29117;82;"";3
Кувейт;08.06.2022;634537;"";2555;0;"";0
Антигуа и Барбуда;19.02.2022;7408;"";135;8;"";0
Самоа;21.06.2022;14772;"";28;275;"";0
Ирландия;21.05.2022;1551835;"";7244;0;"";0
Мавритания;15.01.2022;54393;"";903;750;"";3
Бурунди;15.05.2022;41235;"";38;0;"";0
Катар;25.02.2022;356066;"";664;326;"";0
Ботсвана;25.05.2022;307126;"";2695;0;"";0
Йемен;31.05.2022;11822;"";2149;0;"";0
Гаити;12.04.2022;30586;"";835;0;"";0
Ливия;02.06.2022;502016;"";6430;0;"";0
Суринам;24.04.2022;79302;"";1327;0;"";0
Непал;25.05.2022;979091;"";11952;4;"";0
Саудовская Аравия;09.07.2022;799788;"";9220;353;"";1
Сан-Марино;18.07.2022;19253;"";117;53;"";1
Пакистан;16.01.2022;1328487;"";29019;4340;"";7
Беларусь;28.01.2022;736299;"";6009;2221;"";17
Япония;30.07.2022;12581505;"";32527;222230;"";101
Латвия;08.03.2022;712271;"";5369;8137;"";9
Зимбабве;18.07.2022;256083;"";5566;0;"";0
Ливан;21.03.2022;1088595;"";10252;399;"";4
Сомали;04.06.2022;26565;"";1361;0;"";0
Коста-Рика;03.04.2022;839368;"";8308;0;"";0
Багамские острова;07.06.2022;35099;"";811;20;"";1
Канада;11.04.2022;3552709;"";38015;132;"";3
Ирак;24.02.2022;2298164;"";24931;1499;"";14
Израиль;17.01.2022;1792130;"";8318;0;"";0
Великобритания;02.06.2022;22493305;"";179413;402;"";1
Финляндия;29.03.2022;864815;"";3055;5338;"";1
Кабо-Верде;07.02.2022;55802;"";398;17;"";1
Афганистан;23.01.2022;159649;"";7393;101;"";3
Оман;25.07.2022;393002;"";4628;0;"";0
Гвинея;15.07.2022;37358;"";445;0;"";0
Marshall Islands;26.07.2022;59;"";0;0;"";0
Сан-Томе и Принсипи;17.02.2022;5922;"";71;0;"";0
Чад;29.04.2022;7411;"";193;0;"";0
Малайзия;03.07.2022;4573891;"";35776;2536;"";5
Кот-д’Ивуар;09.06.2022;82364;"";799;17;"";0
Норвегия;28.07.2022;1455414;"";3623;252;"";0
Чили;18.02.2022;2783458;"";41067;35906;"";131
Греция;09.06.2022;3487775;"";29976;4500;"";10
Азербайджан;04.02.2022;683476;"";8823;7050;"";26
Эстония;03.05.2022;572434;"";2548;241;"";9
Намибия;14.01.2022;153969;"";3804;358;"";21
Перу;02.07.2022;3634918;"";213545;5122;"";19
Буркина-Фасо;09.05.2022;20899;"";384;34;"";1
Тринидад и Тобаго;27.01.2022;108892;"";3358;804;"";11
Дания;28.02.2022;2810800;"";4658;16588;"";30
ЮАР;20.02.2022;3658547;"";98667;1456;"";50
Словения;09.03.2022;909863;"";6382;2233;"";8
Габон;05.04.2022;47588;"";303;0;"";0
Кирибати;05.06.2022;3161;"";13;63;"";0
ДР Конго;05.07.2022;91393;"";1375;0;"";0
Республика Конго;20.01.2022;23244;"";371;0;"";0
Гана;15.05.2022;161280;"";1445;0;"";0
Северная Македония;19.03.2022;303140;"";9172;273;"";8
Китай;05.01.2022;146219;"";5699;319;"";0
Таджикистан;16.02.2022;17783;"";125;3;"";0
Судно "MS Zaandam";25.04.2022;9;"";2;0;"";0
Малави;27.05.2022;85964;"";2639;21;"";0
Доминиканская Республика;22.01.2022;536767;"";4285;5769;"";6
Ямайка;02.04.2022;128811;"";2893;25;"";4
Австрия;16.07.2022;4618853;"";20163;0;"";0
Армения;23.07.2022;424400;"";8629;0;"";0
Белиз;29.01.2022;50487;"";625;0;"";0
Кения;16.06.2022;328319;"";5651;427;"";0
Гамбия;06.05.2022;11995;"";365;0;"";0
Сирия;11.06.2022;55904;"";3150;0;"";0
Зимбабве;10.01.2022;223000;"";5180;1082;"";32
Ливан;29.01.2022;907824;"";9576;7726;"";15
Беларусь;22.03.2022;952254;"";6737;496;"";10
Танзания;27.07.2022;37510;"";841;0;"";0
Литва;04.07.2022;1162184;"";9175;58;"";1
Нидерланды;01.03.2022;6487920;"";22158;36523;"";16
Швейцария;11.06.2022;3685281;"";13814;0;"";0
Куба;29.06.2022;1105989;"";8529;11;"";0
Гаити;12.02.2022;29939;"";807;0;"";0
Суринам;04.03.2022;78454;"";1317;60;"";0
Лихтенштейн;10.06.2022;17605;"";85;15;"";0
Пакистан;03.04.2022;1525620;"";30361;154;"";0
Сан-Марино;10.01.2022;9518;"";103;423;"";0
Бурунди;15.03.2022;38279;"";38;5;"";0
Катар;27.04.2022;364421;"";677;50;"";0
Сенегал;29.05.2022;86108;"";1966;7;"";0
Ирландия;05.03.2022;1315100;"";6531;0;"";0
Восточный Тимор;08.06.2022;22929;"";133;1;"";0
Антигуа и Барбуда;07.05.2022;7663;"";137;0;"";0
Панама;17.07.2022;938791;"";8386;0;"";0
Франция;27.07.2022;33899799;"";152822;58948;"";103
ЦАР;09.06.2022;14649;"";113;0;"";0
Таиланд;31.07.2022;4592284;"";31404;2108;"";19
Филиппины;29.05.2022;3690254;"";60455;199;"";0
Бангладеш;10.05.2022;1952855;"";29127;26;"";0
Швеция;13.06.2022;2510930;"";19049;0;"";0
Мальта;21.04.2022;89919;"";684;312;"";5
Мозамбик;06.02.2022;224339;"";2183;30;"";0
Сальвадор;16.03.2022;156364;"";4104;0;"";2
Иран;08.07.2022;7246707;"";141427;2013;"";7
Сингапур;03.07.2022;1467234;"";1418;6127;"";2
Бенин;07.01.2022;25522;"";161;0;"";0
Боливия;10.05.2022;905530;"";21925;77;"";0
Япония;22.05.2022;8614387;"";30305;31339;"";18
Молдавия;07.01.2022;379572;"";10350;668;"";11
Босния и Герцеговина;10.05.2022;377385;"";15773;40;"";5
Андорра;22.06.2022;43774;"";153;325;"";0
Польша;15.06.2022;6010643;"";116387;232;"";7
Гватемала;12.01.2022;643447;"";16128;2283;"";1
Сент-Винсент и Гренадины;18.07.2022;9183;"";115;0;"";0
Тунис;20.02.2022;986336;"";27448;6724;"";73
Доминиканская Республика;01.04.2022;578130;"";4375;110;"";0
Монако;03.02.2022;8183;"";48;0;"";0
Белиз;21.03.2022;57168;"";654;25;"";0
Австрия;08.01.2022;1318582;"";16931;8891;"";9
Армения;01.01.2022;344980;"";7975;50;"";3
Таджикистан;08.04.2022;17786;"";125;0;"";0
Китай;19.07.2022;6508849;"";22936;31016;"";41
Северная Македония;11.05.2022;310506;"";9287;93;"";0
Грузия;01.02.2022;1200124;"";15016;24201;"";36
Папуа — Новая Гвинея;07.06.2022;44639;"";651;1;"";0
Судно "MS Zaandam";03.03.2022;9;"";2;0;"";0
Бразилия;31.05.2022;31019038;"";666676;41377;"";160
Габон;18.01.2022;45405;"";299;0;"";0
Словения;17.05.2022;1020580;"";6626;746;"";1
Дания;28.04.2022;3161410;"";6184;1088;"";10
ЮАР;06.05.2022;3827378;"";100505;9253;"";34
Тринидад и Тобаго;27.03.2022;136828;"";3734;267;"";5
Буркина-Фасо;17.03.2022;20806;"";379;55;"";4
Мьянма;06.05.2022;613017;"";19434;52;"";0
Гана;15.03.2022;160761;"";1445;45;"";0
Республика Конго;30.03.2022;24069;"";384;0;"";0
Южная Корея;12.06.2022;18229288;"";24388;3828;"";17
Южный Судан;23.06.2022;17697;"";138;0;"";0
Эстония;23.02.2022;474550;"";2188;6561;"";7
Winter Olympics 2022;25.07.2022;535;"";0;0;"";0
Люксембург;07.01.2022;112203;"";922;1905;"";1
Намибия;14.07.2022;169253;"";4068;0;"";0
Гайана;17.03.2022;63175;"";1226;6;"";0
Венгрия;30.06.2022;1928125;"";46647;0;"";0
Korea, North;15.06.2022;1;"";6;0;"";0
Сан-Томе и Принсипи;05.05.2022;5964;"";73;0;"";0
Marshall Islands;02.01.2022;4;"";0;0;"";0
Азербайджан;20.04.2022;792412;"";9706;21;"";0
Чили;04.05.2022;3566183;"";57580;2533;"";36
Вьетнам;03.07.2022;10748639;"";43087;512;"";0
Чад;27.02.2022;7248;"";190;0;"";0
Лесото;19.06.2022;33746;"";699;0;"";0
Кабо-Верде;17.04.2022;55990;"";401;2;"";0
Summer Olympics 2020;26.06.2022;865;"";0;0;"";0
Оман;03.01.2022;306008;"";4117;176;"";0
Израиль;02.04.2022;3935094;"";10517;8282;"";21
Ирак;02.05.2022;2325247;"";25211;72;"";0
Узбекистан;15.05.2022;238802;"";1637;14;"";0
Финляндия;21.01.2022;437573;"";1893;8048;"";2
Коста-Рика;16.01.2022;609882;"";7406;0;"";0
Эритрея;30.05.2022;9759;"";103;2;"";0
Румыния;12.06.2022;2912705;"";65714;168;"";1
Сингапур;13.07.2022;1557648;"";1440;16870;"";3
Иран;18.07.2022;7284165;"";141513;5687;"";14
Босния и Герцеговина;30.04.2022;377087;"";15765;0;"";0
Япония;29.01.2022;2599599;"";18734;84795;"";42
Андорра;31.05.2022;42894;"";153;0;"";0
Тунис;14.03.2022;1029596;"";28062;368;"";16
Сент-Винсент и Гренадины;08.07.2022;9083;"";114;7;"";0
Боливия;30.04.2022;904974;"";21910;91;"";0
ЦАР;03.06.2022;14649;"";113;0;"";0
Филиппины;24.06.2022;3699251;"";60507;742;"";12
Ирландия;27.02.2022;1292212;"";6475;0;"";0
Сенегал;24.06.2022;86266;"";1968;12;"";0
Антигуа и Барбуда;13.05.2022;7721;"";137;0;"";0
Восточный Тимор;14.06.2022;22940;"";133;7;"";0
Бангладеш;30.04.2022;1952691;"";29127;17;"";0
Турция;24.07.2022;15524071;"";99184;0;"";0
Сальвадор;18.02.2022;147786;"";4032;0;"";5
Мозамбик;31.01.2022;223827;"";2173;16;"";3
Мальта;01.03.2022;71361;"";605;86;"";0
Пакистан;13.04.2022;1526952;"";30362;123;"";0
Саудовская Аравия;09.01.2022;578753;"";8893;3460;"";1
Лихтенштейн;04.06.2022;17532;"";84;0;"";0
Гаити;17.01.2022;27819;"";780;737;"";0
Суринам;10.03.2022;78705;"";1319;51;"";0
Катар;23.05.2022;367272;"";677;173;"";0
Бурунди;17.02.2022;37947;"";38;0;"";0
Италия;14.07.2022;19887543;"";169601;108632;"";105
Ливан;08.02.2022;984607;"";9750;6482;"";20
Чехия;30.07.2022;3984727;"";40469;3440;"";21
Гамбия;14.02.2022;11911;"";365;0;"";0
Сирия;01.06.2022;55893;"";3150;1;"";0
Беларусь;17.04.2022;974478;"";6901;432;"";2
Куба;25.07.2022;1107510;"";8529;103;"";0
Швейцария;01.06.2022;3674986;"";13801;0;"";1
Литва;14.07.2022;1167750;"";9188;806;"";3
Нидерланды;21.04.2022;8128733;"";22800;3036;"";-40
Финляндия;16.02.2022;592765;"";2242;5956;"";27
Узбекистан;20.01.2022;209578;"";1529;1307;"";4
Израиль;12.04.2022;4013193;"";10601;6346;"";10
Ирак;08.05.2022;2325614;"";25213;92;"";0
Румыния;02.06.2022;2909677;"";65686;182;"";1
Эритрея;21.06.2022;9782;"";103;5;"";0
Коста-Рика;11.02.2022;757093;"";7772;5488;"";20
Чили;14.05.2022;3600896;"";57714;4928;"";17
Азербайджан;25.03.2022;791654;"";9675;50;"";3
Чад;05.03.2022;7257;"";190;0;"";0
Малайзия;15.01.2022;2805337;"";31781;3074;"";19
Вьетнам;13.07.2022;10757257;"";43090;1003;"";0
Сан-Томе и Принсипи;15.05.2022;5970;"";73;0;"";0
Сербия;13.07.2022;2047170;"";16158;2069;"";3
Кабо-Верде;22.03.2022;55931;"";401;4;"";0
Республика Конго;09.04.2022;24079;"";385;0;"";0
Южная Корея;02.06.2022;18141835;"";24229;12522;"";17
Гана;17.02.2022;158220;"";1433;61;"";2
Мьянма;14.02.2022;548357;"";19311;1586;"";1
Южный Судан;28.05.2022;17590;"";138;0;"";0
ДР Конго;13.01.2022;81719;"";1225;0;"";0
Словения;25.04.2022;1004798;"";6582;332;"";4
Габон;09.02.2022;47399;"";302;37;"";0
Буркина-Фасо;23.02.2022;20751;"";375;0;"";0
Тринидад и Тобаго;18.04.2022;142422;"";3803;200;"";3
ЮАР;12.05.2022;3871085;"";100630;8920;"";21
Дания;20.05.2022;3177581;"";6361;0;"";0
Венгрия;26.07.2022;1951079;"";46736;0;"";0
Намибия;04.07.2022;169247;"";4065;17;"";0
Гайана;05.04.2022;63283;"";1226;10;"";0
Эстония;17.03.2022;538673;"";2376;1749;"";5
Люксембург;28.05.2022;247539;"";1077;37;"";0
Белиз;16.04.2022;57331;"";672;0;"";0
Монако;23.04.2022;11604;"";56;27;"";0
Уганда;22.07.2022;168887;"";3627;0;"";0
Доминиканская Республика;07.04.2022;578416;"";4375;97;"";0
Судно "MS Zaandam";09.03.2022;9;"";2;0;"";0
Папуа — Новая Гвинея;13.06.2022;44662;"";658;7;"";0
Бразилия;22.06.2022;31890733;"";669530;71906;"";140
Северная Македония;01.05.2022;309571;"";9280;0;"";0
Китай;27.06.2022;5770146;"";20969;30568;"";91
Таджикистан;29.03.2022;17786;"";125;0;"";0
Грузия;25.04.2022;1654313;"";16800;58;"";0
Джибути;14.01.2022;14801;"";189;121;"";0
Колумбия;24.06.2022;6151354;"";139970;0;"";0
Киргизия;13.04.2022;200973;"";2991;3;"";0
Камерун;21.02.2022;119107;"";1920;0;"";0
Косово и Метохия;22.07.2022;242896;"";3156;1390;"";1
Сент-Люсия;26.05.2022;25315;"";370;0;"";0
Россия;04.05.2022;17940665;"";368840;5024;"";124
Руанда;29.01.2022;128802;"";1438;94;"";0
Марокко;12.05.2022;1165552;"";16071;97;"";0
Кувейт;13.07.2022;648216;"";2556;0;"";0
Папский Престол;22.03.2022;29;"";0;0;"";0
Исландия;23.06.2022;192031;"";153;0;"";0
Соломоновы острова;09.05.2022;16441;"";144;0;"";0
США;01.07.2022;87833035;"";1018065;157429;"";501
Норвегия;17.04.2022;1419729;"";2783;222;"";0
Уругвай;25.03.2022;882379;"";7149;1227;"";2
Сейшельские острова;11.02.2022;38395;"";157;102;"";0
Эквадор;02.01.2022;552324;"";33683;704;"";1
Шри-Ланка;29.06.2022;664110;"";16521;12;"";0
Индонезия;11.05.2022;6048685;"";156396;0;"";0
Венесуэла;18.01.2022;456641;"";5383;0;"";0
Палау;19.04.2022;4190;"";6;0;"";0
Судно "Diamond Princess";27.05.2022;712;"";13;0;"";0
Болгария;24.04.2022;1153129;"";36854;237;"";5
Западный берег реки Иордан;27.06.2022;659853;"";5660;1350;"";0
Барбадос;18.01.2022;35734;"";271;0;"";2
Испания;21.01.2022;8975458;"";91741;141095;"";142
Коморские острова;21.01.2022;7793;"";159;9;"";0
Хорватия;12.07.2022;1160253;"";16124;1012;"";6
Латвия;30.01.2022;388989;"";4868;6860;"";6
Казахстан;28.02.2022;1390670;"";18937;229;"";31
Канада;30.04.2022;3765164;"";39265;3456;"";36
Камбоджа;16.01.2022;120796;"";3015;23;"";0
Сомали;17.07.2022;26900;"";1361;0;"";0
Либерия;02.07.2022;7497;"";294;0;"";0
Черногория;13.01.2022;198857;"";2460;2217;"";3
Вануату;04.07.2022;11389;"";14;36;"";0
Великобритания;15.07.2022;23282710;"";182262;1753;"";0
Словакия;13.02.2022;1858190;"";18095;16256;"";14
Тонга;27.03.2022;5591;"";2;259;"";0
Бахрейн;27.03.2022;551342;"";1468;980;"";0
Гвинея;02.06.2022;36764;"";442;0;"";0
Афганистан;15.03.2022;176571;"";7646;162;"";1
Франция;08.02.2022;21174600;"";134609;238690;"";691
Маврикий;20.03.2022;192558;"";934;0;"";0
Таиланд;04.02.2022;2475632;"";22250;9909;"";22
Кипр;04.03.2022;329674;"";873;1017;"";12
Греция;08.07.2022;3811622;"";30422;18948;"";22
Эсватини;14.05.2022;71698;"";1402;31;"";0
Бутан;10.02.2022;6779;"";5;131;"";1
Германия;23.07.2022;30331133;"";143177;2;"";0
Доминика;09.01.2022;7299;"";47;0;"";0
Египет;10.01.2022;393808;"";21995;951;"";31
Мозамбик;29.07.2022;229524;"";2215;41;"";0
Украина;30.04.2022;5233265;"";115361;652;"";16
Antarctica;20.01.2022;11;"";0;0;"";0
Новая Зеландия;30.05.2022;1168156;"";891;8574;"";0
Нигер;01.06.2022;9031;"";310;0;"";0
Лаос;13.02.2022;139028;"";594;263;"";3
Того;19.06.2022;37247;"";273;5;"";0
Индия;07.04.2022;43033067;"";521573;1109;"";43
Малави;25.07.2022;87250;"";2660;12;"";2
Мальдивы;21.03.2022;174658;"";297;0;"";0
Иордания;07.01.2022;1076040;"";12831;2033;"";21
Чехия;30.01.2022;2989436;"";37184;18329;"";16
Австралия;26.04.2022;5796700;"";7112;39909;"";60
Micronesia;09.03.2022;1;"";0;0;"";0
Сьерра-Леоне;03.03.2022;7665;"";125;0;"";0
Сент-Китс и Невис;08.01.2022;4056;"";28;152;"";0
Танзания;08.02.2022;33230;"";789;0;"";0
Ямайка;09.05.2022;131327;"";2980;166;"";3
Барбадос;09.02.2022;49958;"";289;586;"";1
Испания;16.02.2022;10744394;"";97350;37108;"";444
Коморские острова;16.02.2022;8010;"";160;5;"";0
Болгария;16.05.2022;1161992;"";37059;362;"";11
Западный берег реки Иордан;19.07.2022;672039;"";5664;2497;"";1
Судно "Diamond Princess";18.06.2022;712;"";13;0;"";0
Казахстан;06.03.2022;1392011;"";18967;27;"";0
Мексика;04.01.2022;4008648;"";299711;15184;"";130
Латвия;21.05.2022;826856;"";5813;0;"";0
Хорватия;06.07.2022;1154129;"";16093;1794;"";4
Мавритания;12.07.2022;61403;"";986;107;"";0
Палау;28.03.2022;4014;"";6;27;"";0
Венесуэла;09.02.2022;499537;"";5504;1560;"";9
Индонезия;01.05.2022;6047040;"";156273;244;"";16
Шри-Ланка;25.07.2022;664975;"";16539;75;"";2
Соломоновы острова;03.05.2022;15677;"";141;0;"";0
Уругвай;20.04.2022;895775;"";7197;0;"";0
Норвегия;22.03.2022;1387034;"";2169;3807;"";0
США;23.07.2022;90404322;"";1027244;25255;"";66
Исландия;28.05.2022;187949;"";153;0;"";0
Папский Престол;17.04.2022;29;"";0;0;"";0
Сейшельские острова;16.01.2022;31098;"";136;0;"";0
Бруней;27.06.2022;161538;"";225;1947;"";0
Косово и Метохия;26.06.2022;228673;"";3140;0;"";0
Камерун;19.03.2022;119414;"";1926;0;"";0
Киргизия;03.04.2022;200968;"";2991;13;"";1
Колумбия;29.05.2022;6103455;"";139854;0;"";0
Марокко;06.05.2022;1165151;"";16070;67;"";1
Россия;16.02.2022;14445698;"";335521;177823;"";736
Сент-Люсия;17.06.2022;26704;"";376;0;"";0
Гондурас;06.01.2022;379402;"";10433;0;"";0
Руанда;22.05.2022;129978;"";1459;7;"";0
Ливан;27.07.2022;1164395;"";10519;3295;"";4
Чехия;05.02.2022;3210488;"";37410;28779;"";47
Бельгия;13.01.2022;2347164;"";28566;0;"";0
Мальдивы;16.04.2022;178320;"";298;0;"";0
Португалия;23.06.2022;5109412;"";23995;13453;"";28
Танзания;29.01.2022;32920;"";778;0;"";0
Micronesia;03.03.2022;1;"";0;0;"";0
Австралия;22.05.2022;6983054;"";8109;34087;"";12
Ямайка;18.01.2022;114986;"";2551;1548;"";15
Сьерра-Леоне;09.03.2022;7666;"";125;0;"";0
Индия;01.04.2022;43027035;"";521264;1260;"";83
Того;24.05.2022;37062;"";273;13;"";0
Antarctica;15.02.2022;11;"";0;0;"";0
Лаос;22.01.2022;129536;"";524;612;"";6
Нигер;11.06.2022;9031;"";310;0;"";0
Новая Зеландия;21.06.2022;1294890;"";1047;5688;"";0
Франция;29.01.2022;18928572;"";131449;332415;"";178
Гвинея;10.01.2022;34673;"";400;0;"";0
Таиланд;25.01.2022;2391357;"";22057;6718;"";12
Маврикий;22.02.2022;153526;"";895;3351;"";17
Бахрейн;18.04.2022;563584;"";1474;401;"";0
Тонга;18.04.2022;9025;"";11;0;"";0
Афганистан;30.03.2022;177716;"";7667;58;"";2
Германия;01.07.2022;28392629;"";141292;98669;"";103
Бутан;19.01.2022;3229;"";3;59;"";0
Ангола;26.06.2022;99761;"";1900;0;"";0
Украина;10.05.2022;5237354;"";115403;0;"";0
Египет;02.06.2022;515645;"";24718;0;"";0
Кипр;10.03.2022;344856;"";889;3473;"";3
Эсватини;04.05.2022;70833;"";1398;93;"";1
Замбия;21.06.2022;324558;"";3998;214;"";1
Канада;12.02.2022;3203282;"";35481;9844;"";109
Мадагаскар;14.06.2022;64685;"";1396;0;"";0
Камбоджа;11.02.2022;122742;"";3015;274;"";0
Гвинея-Бисау;14.01.2022;6962;"";150;64;"";0
Черногория;07.06.2022;237634;"";2720;71;"";0
Вануату;14.07.2022;11700;"";14;3;"";0
Либерия;24.07.2022;7508;"";294;0;"";0
Словакия;22.01.2022;1454621;"";17612;7554;"";35
Парагвай;30.05.2022;650661;"";18894;0;"";0
Марокко;20.02.2022;1158967;"";15894;298;"";13
Гондурас;22.07.2022;436210;"";10931;1414;"";1
Камерун;11.05.2022;119780;"";1927;0;"";0
Судан;30.05.2022;62321;"";4941;70;"";0
Япония;05.03.2022;5341246;"";24816;63591;"";184
Латвия;27.07.2022;858728;"";5887;2111;"";3
Киргизия;16.01.2022;189687;"";2830;874;"";2
Гренада;04.06.2022;17866;"";230;0;"";0
Джибути;04.07.2022;15690;"";189;0;"";0
Эквадор;30.06.2022;909882;"";35725;0;"";0
Монголия;07.06.2022;927272;"";2115;0;"";0
Сейшельские острова;03.04.2022;40421;"";164;0;"";0
Панама;08.01.2022;522249;"";7458;4804;"";5
США;01.01.2022;55028957;"";825462;188515;"";392
Норвегия;28.01.2022;736051;"";1439;21519;"";0
Уругвай;04.02.2022;710874;"";6606;10363;"";27
Мальта;02.02.2022;68193;"";556;227;"";5
Нигерия;06.06.2022;256148;"";3148;0;"";5
Соломоновы острова;23.02.2022;6348;"";87;380;"";2
Папский Престол;07.02.2022;29;"";0;0;"";0
Турция;24.05.2022;15065524;"";98939;1304;"";6
Венесуэла;11.04.2022;521471;"";5695;0;"";0
Палау;26.01.2022;898;"";0;247;"";0
Шри-Ланка;03.01.2022;588300;"";15037;365;"";18
Индонезия;21.02.2022;5231923;"";146541;34418;"";176
Италия;07.06.2022;17543136;"";167089;28547;"";70
Мали;20.06.2022;31140;"";736;3;"";0
Мексика;20.07.2022;6523019;"";326764;34661;"";107
Казахстан;20.05.2022;1394778;"";19015;26;"";0
Гамбия;17.02.2022;11924;"";365;0;"";0
Коморские острова;08.04.2022;8097;"";160;2;"";0
Барбадос;11.04.2022;62425;"";379;211;"";0
Белиз;27.07.2022;66857;"";680;0;"";0
Испания;08.04.2022;11627487;"";103104;48834;"";357
Нидерланды;24.04.2022;8135366;"";22826;1590;"";5
Руанда;30.07.2022;132236;"";1466;0;"";0
Болгария;10.03.2022;1109581;"";36028;1693;"";33
Западный берег реки Иордан;05.01.2022;471414;"";4954;324;"";7
Словакия;01.04.2022;2450101;"";19368;6964;"";16
Узбекистан;14.03.2022;237260;"";1637;22;"";0
Вануату;14.01.2022;7;"";1;0;"";0
Алжир;13.06.2022;265937;"";6875;10;"";0
Гвинея-Бисау;14.07.2022;8400;"";171;0;"";0
Камбоджа;13.04.2022;136013;"";3055;33;"";0
Доминика;09.07.2022;14852;"";68;0;"";0
Украина;20.03.2022;5165928;"";114525;2239;"";33
Бутан;04.04.2022;31927;"";12;490;"";0
Эсватини;18.02.2022;68957;"";1386;32;"";0
Кипр;16.05.2022;486086;"";1051;0;"";0
Маврикий;30.04.2022;220344;"";990;0;"";0
Таиланд;25.03.2022;3477030;"";24648;26050;"";69
Франция;21.03.2022;24347772;"";142114;24533;"";153
Сербия;08.06.2022;2019429;"";16096;258;"";2
Тонга;02.02.2022;5;"";0;4;"";0
Бахрейн;02.02.2022;390602;"";1409;7854;"";1
Мьянма;17.02.2022;556256;"";19319;2692;"";1
Люксембург;20.07.2022;277888;"";1107;538;"";0
Индия;22.01.2022;39237264;"";489409;333533;"";525
Гайана;10.05.2022;63586;"";1228;0;"";0
Лаос;01.04.2022;179563;"";669;2665;"";4
Antarctica;09.04.2022;11;"";0;0;"";0
Беларусь;28.07.2022;994037;"";7118;0;"";0
Уганда;30.05.2022;164366;"";3602;0;"";0
Танзания;21.03.2022;33773;"";800;0;"";0
Фиджи;13.06.2022;65217;"";865;58;"";1
Албания;24.06.2022;278504;"";3497;293;"";0
Сент-Китс и Невис;10.07.2022;6293;"";44;0;"";0
Эфиопия;24.06.2022;486831;"";7527;458;"";1
Сьерра-Леоне;17.05.2022;7682;"";125;0;"";0
Micronesia;25.04.2022;3;"";0;2;"";0
Монако;18.04.2022;11442;"";56;36;"";0
Австралия;08.03.2022;3459870;"";5495;30691;"";31
Грузия;20.04.2022;1653692;"";16794;232;"";0
Бельгия;11.07.2022;4320107;"";32015;25227;"";38
ОАЭ;24.06.2022;935345;"";2310;1657;"";1
Чехия;15.04.2022;3880556;"";39971;4562;"";26
Иордания;25.06.2022;1698316;"";14068;0;"";0
Мальдивы;08.02.2022;153415;"";285;1502;"";1
Хорватия;12.01.2022;785033;"";12983;9894;"";27
Казахстан;28.04.2022;1394431;"";19013;15;"";0
Мексика;28.06.2022;5986917;"";325638;20959;"";42
Мали;25.05.2022;31069;"";734;11;"";0
Гамбия;09.04.2022;11990;"";365;0;"";0
Нидерланды;02.02.2022;4775147;"";21840;83119;"";13
Болгария;04.03.2022;1099423;"";35790;2125;"";74
Коморские острова;29.03.2022;8085;"";160;2;"";0
Барбадос;05.04.2022;60592;"";375;432;"";0
Испания;29.03.2022;11508309;"";102218;56633;"";-174
Индонезия;19.03.2022;5956561;"";153599;7951;"";188
Палау;01.02.2022;1810;"";0;177;"";0
Венесуэла;05.04.2022;521030;"";5688;125;"";1
Италия;13.01.2022;8155645;"";140188;184577;"";316
Кабо-Верде;28.07.2022;62114;"";410;0;"";0
Сейшельские острова;13.04.2022;41234;"";164;87;"";0
Панама;04.06.2022;871852;"";8269;3056;"";2
Монголия;13.06.2022;928013;"";2116;741;"";0
Эквадор;26.07.2022;955583;"";35793;0;"";0
Папский Престол;28.01.2022;29;"";0;0;"";0
Мальта;24.04.2022;90595;"";688;196;"";1
Швеция;04.07.2022;2519199;"";19124;0;"";0
Турция;03.01.2022;9597670;"";82795;44869;"";160
Уругвай;25.01.2022;609785;"";6339;10745;"";14
Норвегия;07.02.2022;911212;"";1467;17652;"";0
Нигерия;16.06.2022;256467;"";3144;63;"";0
Соломоновы острова;17.03.2022;9758;"";127;346;"";2
Азербайджан;31.07.2022;798838;"";9748;434;"";1
Гондурас;26.06.2022;426490;"";10904;0;"";0
Марокко;14.03.2022;1162125;"";16043;29;"";4
Парагвай;21.06.2022;653428;"";18947;0;"";0
Киргизия;11.02.2022;199890;"";2920;69;"";3
Джибути;14.07.2022;15690;"";189;0;"";0
Польша;06.07.2022;6018565;"";116440;964;"";3
Гренада;10.06.2022;18035;"";231;0;"";0
Косово и Метохия;06.01.2022;161965;"";2991;152;"";0
Камерун;01.05.2022;119780;"";1927;0;"";0
Судан;21.06.2022;62533;"";4950;12;"";0
Япония;24.03.2022;6238527;"";27499;49550;"";126
Уганда;05.01.2022;148609;"";3313;1766;"";1
Эфиопия;29.05.2022;472232;"";7513;0;"";0
Сьерра-Леоне;25.04.2022;7681;"";125;0;"";0
Сент-Китс и Невис;16.07.2022;6367;"";45;0;"";0
Албания;29.05.2022;276101;"";3497;20;"";0
Австралия;26.02.2022;3188117;"";5157;17543;"";26
Micronesia;17.05.2022;7;"";0;0;"";0
Монако;04.03.2022;9445;"";51;0;"";0
Фиджи;07.06.2022;65103;"";864;0;"";0
