"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Китай;03.06.2020;87981;79832;4645;3;5;0
Бразилия;01.05.2020;92202;38039;6412;5015;2104;406
Бурунди;03.08.2020;395;304;1;0;0;0
Россия;01.04.2020;2777;190;24;440;69;7
Папуа — Новая Гвинея;22.04.2020;8;0;0;1;0;0
Summer Olympics 2020;24.09.2020;0;0;0;0;0;0
Доминиканская Республика;15.02.2020;0;0;0;0;0;0
Сан-Марино;06.10.2020;751;680;42;1;0;0
Саудовская Аравия;13.10.2020;340089;326339;5087;474;500;19
Непал;18.09.2020;61593;43820;390;2020;871;7
Лихтенштейн;31.10.2020;576;347;3;29;0;1
Белиз;20.02.2020;0;0;0;0;0;0
Гаити;01.07.2020;5933;1032;105;86;101;1
Ливия;10.09.2020;20939;2420;339;477;91;15
Суринам;14.08.2020;2838;1894;41;77;64;1
Никарагуа;30.09.2020;4146;2913;151;81;0;2
Мозамбик;21.06.2020;733;181;5;45;4;1
Сальвадор;02.08.2020;17448;8634;467;398;139;8
Эритрея;30.04.2020;39;26;0;0;7;0
Люксембург;19.12.2020;43728;35237;434;0;0;0
Румыния;13.05.2020;16002;7961;1036;224;276;34
Winter Olympics 2022;23.10.2020;0;0;0;0;0;0
Аргентина;22.10.2020;1053650;851854;27957;16325;11334;438
Korea, North;13.09.2020;0;0;0;0;0;0
ЦАР;01.11.2020;4866;1924;62;0;0;0
Ирак;17.03.2020;154;32;11;30;6;1
Израиль;16.02.2020;0;0;0;0;0;0
Филиппины;12.11.2020;402820;362417;7721;1404;200;11
Мьянма;04.08.2020;356;302;6;1;0;0
Ирландия;28.07.2020;25929;23364;1764;37;0;0
Сенегал;12.11.2020;15744;15386;326;9;0;0
Самоа;28.08.2020;0;0;0;0;0;0
Восточный Тимор;18.11.2020;30;30;0;0;0;0
Гватемала;04.10.2020;93963;82454;3293;215;414;8
Андорра;04.11.2020;5045;3734;75;135;107;0
Тунис;10.08.2020;1717;1265;51;20;2;0
Кабо-Верде;02.03.2020;0;0;0;0;0;0
Экваториальная Гвинея;22.08.2020;4926;3795;83;0;1082;0
Сент-Винсент и Гренадины;26.11.2020;84;78;0;0;0;0
Молдавия;23.09.2020;48232;36071;1244;786;529;14
Бенин;23.09.2020;2325;1954;40;31;0;0
Сан-Томе и Принсипи;20.03.2020;0;0;0;0;0;0
Сингапур;27.12.2020;58524;58370;29;5;8;0
Вьетнам;18.05.2020;324;263;0;4;3;0
Уганда;02.11.2020;12971;7556;114;228;0;2
Иран;22.12.2020;1170743;903998;54003;6208;9632;187
Чили;19.03.2020;265;0;0;0;0;0
Азербайджан;05.03.2020;6;0;0;3;0;0
Судно "MS Zaandam";15.08.2020;9;0;2;0;0;0
Папуа — Новая Гвинея;19.11.2020;604;586;7;0;0;0
Япония;20.08.2020;59890;45110;1160;1178;1324;11
Катар;28.03.2020;590;45;1;28;2;1
Бурунди;29.01.2020;0;0;0;0;0;0
Бразилия;10.11.2020;5726227;5183970;162922;46424;20744;198
Польша;13.09.2020;74152;60659;2188;502;934;6
Китай;11.12.2020;101234;88410;4755;105;113;0
Греция;03.06.2020;2952;1374;180;15;0;1
Лихтенштейн;11.05.2020;83;81;1;0;0;0
Кения;04.09.2020;34884;21059;589;179;415;4
Армения;29.09.2020;49901;43849;958;327;184;1
Австрия;08.10.2020;51108;41289;1053;1078;790;11
Гвинея;06.05.2020;1856;597;11;45;99;1
Пакистан;17.02.2020;0;0;0;0;0;0
Перу;22.10.2020;879876;796719;85483;5758;8225;128
Турция;08.11.2020;394255;338239;10887;2516;2018;84
Венгрия;14.12.2020;283870;82546;7130;3470;1794;165
Намибия;30.11.2020;14380;13535;151;35;96;0
Литва;19.05.2020;1494;1174;45;12;18;0
Швеция;11.09.2020;86505;0;5846;311;0;3
Куба;30.05.2020;2025;1795;83;20;35;1
Швейцария;12.05.2020;30380;26800;1758;36;0;1
Беларусь;21.02.2020;0;0;0;0;0;0
Великобритания;27.05.2020;252113;1166;36696;1809;5;422
Эстония;07.08.2020;2133;1956;63;9;2;0
Мальта;20.07.2020;677;664;9;0;2;0
Сирия;12.05.2020;47;29;3;0;0;0
Южная Корея;29.10.2020;26385;24227;463;114;59;1
Гана;03.08.2020;37812;34313;191;798;948;9
Панама;15.10.2020;122883;98671;2529;755;752;10
Южный Судан;03.11.2020;2940;1290;59;14;0;0
Кирибати;13.09.2020;0;0;0;0;0;0
Сомали;29.05.2020;1828;310;72;0;0;0
ДР Конго;09.10.2020;10835;10242;276;13;0;0
Габон;10.07.2020;5942;3004;46;71;322;0
Канада;05.04.2020;17599;3012;435;1189;435;75
Буркина-Фасо;01.08.2020;1143;935;53;37;0;0
Ямайка;27.03.2020;26;2;1;0;0;0
Оман;27.09.2020;97450;87801;909;1543;1036;24
Боливия;10.04.2020;268;2;19;4;0;1
Сент-Винсент и Гренадины;18.06.2020;29;26;0;0;1;0
Италия;25.10.2020;525782;266203;37338;21273;2086;128
Тунис;22.01.2020;0;0;0;0;0;0
Андорра;07.05.2020;752;526;47;1;5;1
Босния и Герцеговина;10.04.2020;901;129;36;43;28;1
Иран;23.05.2020;133521;104072;7359;1869;1796;59
Чад;19.08.2020;971;868;76;1;3;0
Малайзия;11.10.2020;15657;10912;163;561;133;3
Вьетнам;27.12.2020;1441;1303;35;1;0;0
Кот-д’Ивуар;01.09.2020;18103;16814;117;36;115;0
Малави;21.05.2020;72;27;3;1;0;0
Сингапур;18.05.2020;28343;9835;22;305;495;0
Marshall Islands;28.09.2020;0;0;0;0;0;0
Багамские острова;11.09.2020;2814;1220;65;93;37;2
Румыния;29.10.2020;229040;163852;6764;6481;3997;83
Эритрея;11.11.2020;491;438;0;0;0;0
Коста-Рика;12.07.2020;7596;2239;30;365;19;2
Сальвадор;30.01.2020;0;0;0;0;0;0
Бангладеш;10.04.2020;424;33;27;94;0;6
Антигуа и Барбуда;22.03.2020;1;0;0;0;0;0
Восточный Тимор;23.04.2020;23;1;0;0;0;0
Финляндия;07.07.2020;7297;6700;309;8;0;0
Гамбия;04.08.2020;671;79;14;173;11;5
Ирландия;04.02.2020;0;0;0;0;0;0
Сенегал;29.04.2020;882;315;9;59;19;0
Филиппины;29.04.2020;8212;1023;558;254;48;28
ЦАР;10.05.2020;143;10;0;0;0;0
Сингапур;11.10.2020;57876;57705;27;10;7;0
Ямайка;01.07.2020;707;555;10;5;2;0
Бенин;09.12.2020;3090;2972;44;17;50;0
Marshall Islands;10.06.2020;0;0;0;0;0;0
Иран;16.10.2020;522387;420910;29870;4552;2856;265
Малайзия;18.05.2020;6941;5614;114;47;44;1
Чад;30.03.2020;5;0;0;2;0;0
Кот-д’Ивуар;10.05.2020;1700;794;21;33;25;0
Экваториальная Гвинея;07.11.2020;5092;4968;85;0;0;0
Сент-Винсент и Гренадины;06.10.2020;64;64;0;0;0;0
Португалия;10.11.2020;187237;106878;3021;3817;4795;62
Андорра;29.08.2020;1124;902;53;0;0;0
Босния и Герцеговина;29.07.2020;11127;5441;316;361;221;19
Гватемала;02.12.2020;123460;112181;4191;686;607;13
Молдавия;09.12.2020;120970;103973;2481;1766;1408;21
Малави;25.08.2020;5423;3066;170;4;7;1
Боливия;29.07.2020;73534;22506;2808;1207;535;88
Оман;09.06.2020;18198;4152;83;712;359;2
Филиппины;22.09.2020;291789;230643;5049;1599;410;50
Ирак;26.01.2020;0;0;0;0;0;0
ЦАР;01.09.2020;4711;1790;62;0;0;0
Восточный Тимор;12.09.2020;27;25;0;0;0;0
Антигуа и Барбуда;11.08.2020;92;76;3;0;0;0
Самоа;05.11.2020;0;0;0;0;0;0
Финляндия;12.02.2020;2;1;0;0;1;0
Сенегал;22.09.2020;14759;11621;302;21;163;0
Коста-Рика;17.02.2020;0;0;0;0;0;0
Никарагуа;06.12.2020;4671;4225;161;0;0;0
Гамбия;26.02.2020;0;0;0;0;0;0
Бангладеш;29.07.2020;232194;130292;3035;3009;2878;35
Аргентина;12.12.2020;1494602;1330160;40668;5274;5368;62
Багамские острова;22.04.2020;65;12;9;0;0;0
Египет;01.11.2020;107736;99555;6278;181;103;12
Пакистан;12.07.2020;251625;161917;5266;2753;5217;69
Япония;13.03.2020;733;118;21;37;0;2
Сан-Марино;26.11.2020;1492;1231;44;38;10;0
Гаити;29.12.2020;9958;8582;236;0;0;0
Кения;17.05.2020;887;313;50;57;12;0
Ливия;24.11.2020;79180;50304;1110;707;712;8
Лихтенштейн;02.09.2020;108;97;1;0;0;0
Польша;09.06.2020;27560;13196;1183;400;198;17
Ангола;11.12.2020;16061;8798;365;136;119;3
Непал;16.11.2020;210973;176364;1230;1197;2934;9
Греция;07.09.2020;11663;6486;289;139;0;5
Армения;07.06.2020;13130;4014;200;766;294;10
Австрия;16.06.2020;17047;16089;776;18;23;5
Саудовская Аравия;21.12.2020;361178;352089;6131;168;211;9
Северная Македония;02.02.2020;0;0;0;0;0;0
Йемен;10.11.2020;2063;1375;601;0;0;0
Ботсвана;16.11.2020;9103;6801;30;878;1242;3
Судно "MS Zaandam";26.03.2020;0;0;0;0;0;0
Катар;21.08.2020;116481;113216;193;257;292;0
Гвинея;13.10.2020;11134;10347;70;72;10;0
Габон;19.02.2020;0;0;0;0;0;0
Словения;08.02.2020;0;0;0;0;0;0
Буркина-Фасо;09.04.2020;443;146;24;29;12;1
ЮАР;22.01.2020;0;0;0;0;0;0
Зимбабве;26.11.2020;9623;8397;274;115;61;0
Великобритания;31.08.2020;338076;1682;41589;1415;58;3
Сирия;30.08.2020;2703;614;109;75;15;3
Мальта;15.04.2020;399;44;3;6;0;0
Гана;15.04.2020;636;17;8;0;0;0
Швеция;07.06.2020;44686;0;4659;462;0;3
ДР Конго;20.05.2020;1731;302;61;102;12;0
Черногория;25.10.2020;16797;12775;266;168;174;3
Кирибати;20.04.2020;0;0;0;0;0;0
Литва;12.10.2020;6434;3332;89;123;63;0
Панама;08.05.2020;8070;886;231;202;0;6
Куба;23.10.2020;6479;5899;128;58;28;0
Сомали;02.09.2020;3310;2481;98;0;0;0
Эстония;18.03.2020;258;1;0;33;0;0
Швейцария;30.08.2020;42014;35800;1847;292;600;1
Беларусь;16.07.2020;65623;56915;485;180;536;5
Перу;02.06.2020;178165;69257;21938;8126;750;660
Замбия;12.11.2020;17056;16102;350;20;32;0
Канада;10.07.2020;107550;72466;8829;348;371;11
Мадагаскар;21.11.2020;17310;16592;250;0;0;0
Ирландия;05.04.2020;4994;25;158;390;0;21
Самоа;06.05.2020;0;0;0;0;0;0
Ирак;06.08.2020;140603;101025;5161;3047;2583;67
Korea, North;09.06.2020;0;0;0;0;0;0
Израиль;11.07.2020;38100;18543;373;1168;191;5
Winter Olympics 2022;16.05.2020;0;0;0;0;0;0
Эритрея;19.09.2020;364;305;0;0;0;0
Мьянма;26.02.2020;0;0;0;0;0;0
Багамские острова;19.11.2020;7348;5516;163;25;33;0
Румыния;31.08.2020;87540;37869;3621;755;204;43
Аргентина;02.06.2020;18319;5709;569;904;188;13
Бангладеш;03.02.2020;0;0;0;0;0;0
Никарагуа;08.06.2020;1309;370;46;0;0;0
Мозамбик;28.02.2020;0;0;0;0;0;0
Сальвадор;14.04.2020;149;25;6;12;3;0
Вьетнам;11.10.2020;1109;1024;35;2;0;0
Кот-д’Ивуар;01.11.2020;20716;20365;126;0;0;0
Малайзия;27.12.2020;105096;84410;452;1196;997;1
Азербайджан;23.06.2020;13715;7503;167;508;335;6
Чили;12.08.2020;378168;351419;10205;1552;1878;27
Marshall Islands;04.12.2020;4;4;0;0;0;0
Бенин;05.06.2020;261;151;3;0;0;0
Грузия;27.01.2020;0;0;0;0;0;0
Сан-Томе и Принсипи;13.08.2020;883;808;15;1;1;0
Мавритания;27.12.2020;13642;10297;324;126;232;3
Монако;29.01.2020;0;0;0;0;0;0
Боливия;03.02.2020;0;0;0;0;0;0
Оман;05.12.2020;124329;115866;1435;0;0;0
Молдавия;05.06.2020;9247;5240;323;229;231;8
Гватемала;12.06.2020;8982;1702;351;421;135;17
Босния и Герцеговина;03.02.2020;0;0;0;0;0;0
Тунис;21.03.2020;60;0;1;6;0;0
Экваториальная Гвинея;04.05.2020;315;13;3;0;4;2
Кабо-Верде;20.06.2020;863;377;8;15;0;0
ДР Конго;25.12.2020;16472;13982;573;190;0;0
Кирибати;21.11.2020;0;0;0;0;0;0
Южный Судан;26.08.2020;2510;1290;47;3;0;0
Бруней;08.12.2020;152;147;3;1;0;0
Республика Конго;08.07.2020;1821;525;47;264;24;3
Южная Корея;31.08.2020;20182;15198;324;235;225;0
ЮАР;10.08.2020;563598;417200;10621;3739;5726;213
Дания;18.08.2020;16246;13778;621;119;118;0
Ливан;20.02.2020;0;0;0;0;0;0
Тринидад и Тобаго;17.07.2020;136;124;8;3;0;0
Зимбабве;18.06.2020;463;63;4;62;0;0
Словения;24.07.2020;2052;1678;115;19;17;0
Узбекистан;06.03.2020;0;0;0;0;0;0
Намибия;02.10.2020;11480;9351;123;107;268;0
Венгрия;24.10.2020;56098;16007;1390;1820;352;38
Перу;12.12.2020;980943;916335;90676;1832;1735;121
Кувейт;06.09.2020;89582;80521;544;619;618;4
Армения;07.12.2020;142344;117649;2344;407;853;18
Непал;25.04.2020;49;12;0;0;1;0
Австрия;28.11.2020;270525;210697;3818;5018;7446;120
Саудовская Аравия;24.05.2020;72560;43520;390;2399;2284;11
Кения;25.10.2020;49721;34209;902;931;333;6
Лесото;13.06.2020;4;2;0;0;0;0
Белиз;15.07.2020;39;21;2;0;0;0
Гаити;13.03.2020;0;0;0;0;0;0
Ливия;17.04.2020;49;11;1;0;0;0
Суринам;25.03.2020;8;0;0;1;0;0
Доминиканская Республика;06.07.2020;38128;19489;804;703;546;10
Сан-Марино;18.06.2020;709;609;42;14;18;0
Россия;06.07.2020;686852;453570;10280;6569;3575;135
Summer Olympics 2020;17.04.2020;0;0;0;0;0;0
Бразилия;20.09.2020;4546587;3963446;136977;15442;26553;351
Бурунди;15.04.2020;5;0;1;0;0;0
Папуа — Новая Гвинея;11.09.2020;508;232;5;1;0;0
Ботсвана;25.04.2020;22;0;1;0;0;0
Йемен;01.05.2020;7;1;2;1;0;0
Таджикистан;27.06.2020;5747;4391;52;56;60;0
Китай;25.09.2020;95833;85823;4745;35;20;0
Северная Македония;30.07.2020;10617;6020;480;114;89;4
Гана;20.03.2020;16;0;0;5;0;0
Сирия;09.09.2020;3351;780;143;62;20;3
Кирибати;16.05.2020;0;0;0;0;0;0
ДР Конго;11.06.2020;4515;567;98;125;2;2
Турция;15.05.2020;146457;106133;4055;1708;2103;48
Черногория;12.10.2020;14050;9920;211;181;300;9
Габон;12.03.2020;0;0;0;0;0;0
Зимбабве;22.12.2020;12544;10159;326;122;47;4
Дания;05.02.2020;0;0;0;0;0;0
ЮАР;28.01.2020;0;0;0;0;0;0
Великобритания;22.12.2020;2116521;4412;68409;37009;23;691
Буркина-Фасо;18.03.2020;20;0;1;5;0;1
Перу;08.06.2020;199696;89556;25402;3181;3337;568
Сомали;20.12.2020;4662;3566;124;0;0;0
Швейцария;09.09.2020;45306;38100;1862;469;400;3
Куба;27.09.2020;5457;4751;122;45;19;2
Литва;02.10.2020;5034;2925;78;133;26;1
Мадагаскар;01.10.2020;16454;15430;232;46;129;2
Беларусь;20.06.2020;57936;36749;343;603;1474;6
Эстония;09.04.2020;1207;83;24;22;11;0
Лихтенштейн;08.09.2020;108;97;1;0;0;0
Замбия;24.09.2020;14491;13643;332;48;14;0
Кения;21.04.2020;296;74;14;15;5;0
Ливия;29.10.2020;59656;33550;831;782;588;8
Япония;24.01.2020;2;0;0;0;0;0
Египет;13.10.2020;104787;97841;6071;139;98;9
Непал;06.11.2020;188883;152908;1070;2909;4500;18
Австрия;25.05.2020;16421;15138;729;24;75;1
Армения;01.06.2020;9492;3402;139;210;16;8
Саудовская Аравия;29.11.2020;357128;346409;5884;217;386;14
Ангола;19.09.2020;3901;1445;147;53;2;0
Греция;29.11.2020;104227;23074;2321;1193;0;98
Сан-Марино;22.12.2020;2135;1825;55;28;58;0
Пакистан;02.07.2020;221896;113623;4551;4087;8929;78
Афганистан;10.08.2020;37140;26228;1316;0;268;0
Судно "MS Zaandam";01.04.2020;9;0;2;7;0;2
Катар;26.07.2020;109305;106024;165;269;274;1
Северная Македония;23.01.2020;0;0;0;0;0;0
Гвинея;01.11.2020;12195;10589;73;123;39;1
Ботсвана;06.11.2020;7835;5534;27;0;0;0
Йемен;04.11.2020;2063;1375;601;0;0;0
Финляндия;09.03.2020;44;1;1;9;0;0
Антигуа и Барбуда;05.08.2020;92;76;3;0;1;0
Самоа;11.11.2020;0;0;0;0;0;0
Восточный Тимор;06.09.2020;27;25;0;0;0;0
Сенегал;27.08.2020;13294;8974;277;108;122;2
Филиппины;27.08.2020;205581;133990;3234;3220;530;97
ЦАР;07.09.2020;4729;1818;62;0;0;0
Ирак;01.02.2020;0;0;0;0;0;0
Нидерланды;15.04.2020;29377;54;3145;1063;7;190
Аргентина;06.12.2020;1463110;1294692;39770;3278;5907;138
Гамбия;09.02.2020;0;0;0;0;0;0
Багамские острова;14.05.2020;96;41;11;2;0;0
Никарагуа;12.12.2020;4709;4225;162;0;0;0
Коста-Рика;14.03.2020;26;0;0;3;0;0
Бангладеш;08.08.2020;255113;146604;3365;2611;1020;32
Иран;06.10.2020;479825;394800;27419;4151;2507;227
Чили;30.01.2020;0;0;0;0;0;0
Кот-д’Ивуар;18.04.2020;801;239;8;113;46;2
Чад;05.04.2020;9;0;0;0;0;0
Малайзия;13.06.2020;8445;7310;121;43;143;0
Бенин;19.12.2020;3152;2972;44;0;0;0
Сингапур;01.10.2020;57784;57512;27;19;24;0
Италия;05.05.2020;213013;85231;29315;1075;2352;236
Сан-Томе и Принсипи;29.01.2020;0;0;0;0;0;0
Marshall Islands;31.05.2020;0;0;0;0;0;0
Молдавия;19.12.2020;134578;117002;2727;1218;1390;27
Оман;30.05.2020;10423;2396;42;603;0;2
Португалия;26.09.2020;72939;47380;1944;884;377;8
Боливия;08.08.2020;89055;28904;3587;1164;765;63
Малави;12.12.2020;6063;5491;186;8;1;0
Сент-Винсент и Гренадины;16.10.2020;65;64;0;1;0;0
Экваториальная Гвинея;17.11.2020;5121;4975;85;17;2;0
Гватемала;24.12.2020;134894;122965;4749;638;527;10
Андорра;20.09.2020;1564;1164;53;0;0;0
Босния и Герцеговина;08.08.2020;13687;7373;394;0;0;0
Руанда;22.06.2020;787;370;2;59;11;0
Доминиканская Республика;30.06.2020;32568;17580;747;752;300;14
Сан-Марино;23.05.2020;672;266;41;0;12;0
Сербия;04.05.2020;9557;1574;197;93;23;4
Непал;05.05.2020;82;16;0;7;0;0
Австрия;20.12.2020;334632;303213;6511;2151;2602;96
Гаити;16.02.2020;0;0;0;0;0;0
Ливия;13.05.2020;64;28;3;0;0;0
Армения;13.12.2020;148325;125169;2486;1013;648;24
Саудовская Аравия;15.06.2020;132048;87890;1011;4507;3170;39
Белиз;19.06.2020;22;17;2;0;1;0
Суринам;31.03.2020;9;0;0;1;0;0
Кения;20.11.2020;75193;50984;1349;1048;326;19
Йемен;07.05.2020;25;1;5;0;0;0
Ботсвана;05.05.2020;23;8;1;0;0;0
Северная Македония;09.08.2020;11839;7664;527;85;42;4
Китай;17.10.2020;96806;86282;4746;40;29;0
Таджикистан;07.07.2020;6262;4965;53;49;51;0
Бурунди;20.03.2020;0;0;0;0;0;0
Катар;06.02.2020;0;0;0;0;0;0
Бразилия;29.08.2020;3850070;3202185;120570;37291;43402;897
Папуа — Новая Гвинея;05.09.2020;488;232;5;9;0;0
Бруней;22.09.2020;145;142;3;0;0;0
Тринидад и Тобаго;25.06.2020;123;109;8;0;0;0
Ливан;01.03.2020;10;0;0;6;0;0
Дания;27.07.2020;13775;12618;613;110;77;0
ЮАР;04.08.2020;521318;363751;8884;4456;5714;345
Зимбабве;23.05.2020;56;18;4;5;0;0
Словения;15.08.2020;2401;2042;129;32;15;0
Габон;30.12.2020;9571;9388;64;61;32;0
Южный Судан;21.09.2020;2649;1290;49;7;0;0
Кирибати;26.10.2020;0;0;0;0;0;0
ДР Конго;03.12.2020;13132;11753;337;145;59;1
Республика Конго;28.06.2020;1087;456;37;0;0;0
Южная Корея;10.09.2020;21919;17616;350;176;256;4
Венгрия;28.09.2020;24716;5152;749;702;11;13
Намибия;12.10.2020;11989;9913;129;53;96;1
Кувейт;24.12.2020;149017;144898;926;244;304;2
Перу;06.12.2020;972688;907654;90050;1828;3696;93
Marshall Islands;14.12.2020;4;4;0;0;0;0
Сан-Томе и Принсипи;03.08.2020;874;787;15;0;0;0
Бенин;26.05.2020;208;118;3;17;34;0
Малайзия;01.12.2020;67169;56310;362;1472;1552;2
Грузия;15.02.2020;0;0;0;0;0;0
Кот-д’Ивуар;23.11.2020;21148;20819;131;10;21;0
Вьетнам;01.10.2020;1095;1010;35;1;0;0
Чили;02.08.2020;359731;332411;9608;2073;1904;75
Азербайджан;19.07.2020;27521;18967;354;388;517;5
Босния и Герцеговина;24.01.2020;0;0;0;0;0;0
Гватемала;21.05.2020;2512;222;48;247;63;3
Кабо-Верде;16.07.2020;1894;902;19;114;52;0
Экваториальная Гвинея;24.04.2020;214;7;1;130;0;0
Мавритания;03.09.2020;7106;6588;160;17;40;0
Монако;13.02.2020;0;0;0;0;0;0
Тунис;12.04.2020;707;43;31;22;0;3
Оман;15.12.2020;126719;118505;1475;215;218;3
Боливия;24.01.2020;0;0;0;0;0;0
Молдавия;26.05.2020;7305;3884;267;158;82;6
Уганда;13.05.2020;139;55;0;10;0;0
Латвия;19.06.2020;1110;903;30;2;0;0
Ирак;31.07.2020;124609;87434;4741;3346;1888;70
Израиль;01.07.2020;26410;16834;330;972;99;3
Ирландия;30.03.2020;2910;5;54;295;0;8
Люксембург;22.05.2020;3981;3748;109;1;7;0
Гайана;30.03.2020;8;0;1;0;0;0
Антигуа и Барбуда;27.01.2020;0;0;0;0;0;0
Самоа;30.04.2020;0;0;0;0;0;0
Бангладеш;24.01.2020;0;0;0;0;0;0
Мьянма;09.02.2020;0;0;0;0;0;0
Коста-Рика;28.12.2020;165762;130289;2144;2772;1447;58
Мозамбик;22.02.2020;0;0;0;0;0;0
Никарагуа;02.06.2020;885;370;35;0;0;0
Сальвадор;19.03.2020;1;0;0;1;0;0
Румыния;10.09.2020;99684;41010;4065;1380;8;47
Багамские острова;28.10.2020;6549;4182;136;47;94;0
Эритрея;28.08.2020;317;284;0;0;0;0
Аргентина;08.06.2020;23620;7305;693;826;396;29
Киргизия;08.02.2020;0;0;0;0;0;0
Латвия;14.06.2020;1097;845;28;0;0;0
Гренада;10.06.2020;23;22;0;0;0;0
Джибути;07.05.2020;1133;799;3;9;44;0
Люксембург;20.07.2020;5639;4464;111;34;131;0
Тонга;08.08.2020;0;0;0;0;0;0
Бахрейн;08.08.2020;43629;40549;161;322;273;2
Камерун;27.02.2020;0;0;0;0;0;0
Судан;13.06.2020;6879;2556;447;149;140;14
Гайана;11.09.2020;1763;1144;52;13;56;3
Германия;30.08.2020;241771;215283;9295;785;493;6
Гондурас;23.04.2020;519;31;47;9;1;1
Доминика;07.11.2020;63;35;0;6;0;0
Мьянма;31.10.2020;52706;32774;1237;1210;1444;18
Украина;17.07.2020;58466;30675;1473;826;853;11
Эсватини;21.06.2020;635;285;5;8;0;0
Парагвай;13.06.2020;1261;647;11;7;14;0
Алжир;19.12.2020;94781;62869;2659;410;382;12
Уругвай;26.01.2020;0;0;0;0;0;0
Грузия;17.10.2020;16285;7827;128;958;214;4
Норвегия;27.01.2020;0;0;0;0;0;0
Гвинея-Бисау;10.11.2020;2419;2255;43;0;0;0
Нигерия;04.06.2020;11516;3535;323;350;206;8
Мавритания;07.04.2020;6;2;1;0;0;0
Сейшельские острова;01.04.2020;8;0;0;0;0;0
Монако;19.10.2020;268;222;2;3;5;0
Вануату;20.09.2020;0;0;0;0;0;0
Либерия;10.09.2020;1311;1194;82;0;0;0
Уганда;21.07.2020;1072;958;0;3;-113;0
Монголия;05.06.2020;186;70;0;0;5;0
Эквадор;11.05.2020;29509;3433;2145;-50;0;18
Бруней;19.03.2020;75;0;0;7;0;0
Бельгия;13.11.2020;525012;0;14106;4619;0;215
ОАЭ;24.12.2020;198435;174479;647;1311;1495;2
Мальдивы;10.08.2020;5157;2835;19;116;31;0
Иордания;28.10.2020;61942;7508;700;3087;0;32
Фиджи;19.12.2020;46;42;2;0;0;0
Узбекистан;25.11.2020;72227;69477;606;242;237;2
Палау;02.02.2020;0;0;0;0;0;0
Micronesia;28.12.2020;0;0;0;0;0;0
Австралия;05.07.2020;8583;7420;106;140;21;2
Албания;24.12.2020;54827;30276;1125;510;477;8
Венесуэла;24.03.2020;84;15;0;7;0;0
Сент-Китс и Невис;06.11.2020;19;19;0;0;0;0
Эфиопия;24.12.2020;121399;106845;1882;410;1021;12
Руанда;11.06.2020;494;313;2;18;6;0
Сербия;30.07.2020;25213;0;565;321;0;7
Того;07.10.2020;1898;1419;49;17;9;0
Индия;26.07.2020;1435616;917568;32771;49981;31995;711
Коморские острова;29.03.2020;0;0;0;0;0;0
Новая Зеландия;11.10.2020;1871;1801;26;0;0;0
Барбадос;24.03.2020;18;0;0;1;0;0
Испания;29.03.2020;80110;14709;6803;6875;2424;821
Нигер;21.10.2020;1214;1128;69;2;0;0
Мексика;21.04.2020;9501;2627;857;729;0;145
Казахстан;12.02.2020;0;0;0;0;0;0
Мали;25.05.2020;1059;604;67;29;7;2
Гвинея-Бисау;01.05.2020;257;19;1;52;0;0
Нигерия;10.12.2020;71344;65474;1190;675;232;6
Соломоновы острова;24.06.2020;0;0;0;0;0;0
Камбоджа;26.03.2020;96;10;0;0;0;0
США;09.09.2020;6377412;2387479;189951;33646;28368;1103
Норвегия;05.08.2020;9409;8752;256;47;0;0
Уругвай;06.08.2020;1318;1079;37;9;14;0
Италия;29.07.2020;246776;199031;35129;288;275;6
Алжир;26.05.2020;8697;4918;617;194;171;8
Папский Престол;11.08.2020;12;12;0;0;0;0
Исландия;03.10.2020;2872;2212;10;63;18;0
Словакия;07.04.2020;581;13;2;47;5;0
Эквадор;31.10.2020;168192;141759;12670;1045;0;38
Монголия;09.12.2020;888;384;0;1;0;0
Португалия;07.03.2020;20;0;0;7;0;0
Бахрейн;24.01.2020;0;0;0;0;0;0
Судан;01.12.2020;18254;10369;1255;209;67;6
Косово и Метохия;06.09.2020;14119;10546;563;92;115;7
Тонга;24.01.2020;0;0;0;0;0;0
Гренада;04.12.2020;41;39;0;0;9;0
Маврикий;03.03.2020;0;0;0;0;0;0
Джибути;04.11.2020;5580;5472;61;5;5;0
Таиланд;08.04.2020;2369;888;32;111;64;5
Колумбия;04.10.2020;855052;761674;26712;6905;3873;156
Франция;12.04.2020;108792;27469;14396;50747;806;561
Нидерланды;26.08.2020;70892;807;6241;638;54;8
Киргизия;24.07.2020;31247;18038;1211;0;0;0
Парагвай;01.12.2020;83479;58949;1771;1055;496;15
Марокко;19.06.2020;9613;8117;213;539;76;0
Гамбия;31.10.2020;3672;3196;119;2;320;0
Кипр;16.02.2020;0;0;0;0;0;0
Доминика;04.05.2020;16;13;0;0;0;0
Сент-Люсия;15.10.2020;31;27;0;0;0;0
Бутан;02.04.2020;5;1;0;1;1;0
Гондурас;18.11.2020;103488;45082;2839;0;0;0
Лаос;07.04.2020;14;0;0;2;0;0
Япония;16.11.2020;119480;102810;1906;950;10856;11
Египет;27.02.2020;1;0;0;0;0;0
Antarctica;30.03.2020;0;0;0;0;0;0
Ангола;22.03.2020;2;0;0;0;0;0
Индия;06.02.2020;3;0;0;0;0;0
Судно "Diamond Princess";16.10.2020;712;659;13;0;0;0
Болгария;11.07.2020;7175;3311;267;211;3;0
