"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Ливан;03.09.2021;605521;"";8079;1112;"";9
Чехия;11.02.2021;1064952;948796;17772;9537;7782;130
Сирия;09.04.2021;20008;13780;1360;125;114;8
Танзания;18.02.2021;509;183;21;0;0;0
Беларусь;27.06.2021;415339;408307;3113;609;779;10
Швейцария;09.04.2021;617543;317600;10388;2519;0;5
Куба;18.03.2021;64414;60378;384;689;828;4
Сербия;02.03.2021;466885;0;4475;4157;0;16
Лесото;07.10.2021;21433;"";651;10;"";1
Литва;31.03.2021;216121;199023;3576;883;435;8
Micronesia;20.01.2021;0;0;0;0;0;0
Summer Olympics 2020;12.10.2021;865;"";0;0;"";0
Сьерра-Леоне;10.01.2021;2834;1983;77;31;4;0
Алжир;30.11.2021;210531;"";6071;187;"";7
Сент-Китс и Невис;25.12.2021;2836;"";28;14;"";0
Эфиопия;09.12.2021;372711;"";6819;123;"";3
Мьянма;24.08.2021;378377;"";14622;2506;"";123
Албания;09.12.2021;202863;"";3128;222;"";2
Афганистан;25.02.2021;55680;49281;2438;16;195;2
Бенин;13.09.2021;19841;"";141;0;"";0
Сингапур;30.03.2021;60347;60138;30;26;7;0
Камбоджа;01.02.2021;466;443;0;0;0;0
Фиджи;30.11.2021;52506;"";696;0;"";0
Иран;27.03.2021;1846923;1585114;62308;8120;7706;85
Гватемала;18.09.2021;528588;"";12999;3427;"";52
Андорра;12.04.2021;12581;11890;121;36;65;1
Босния и Герцеговина;11.05.2021;201512;166887;8912;295;840;50
Иордания;20.12.2021;1040243;"";12268;3578;"";38
Тунис;31.07.2021;589565;510696;19686;3419;5199;183
Сент-Винсент и Гренадины;05.03.2021;1645;949;8;0;0;0
Экваториальная Гвинея;15.10.2021;12840;"";156;0;"";0
ОАЭ;09.12.2021;742567;"";2149;60;"";0
Гайана;05.07.2021;20389;18354;478;11;50;0
Боливия;11.05.2021;320209;262970;13258;1599;1418;30
Korea, North;03.10.2021;0;"";0;0;"";0
Winter Olympics 2022;12.11.2021;0;"";0;0;"";0
Словакия;01.03.2021;592135;255300;7270;3464;0;81
Люксембург;25.04.2021;66007;62183;790;0;0;0
Молдавия;13.09.2021;275558;"";6536;746;"";15
ЦАР;07.04.2021;5353;5024;73;40;0;0
Монако;24.05.2021;2501;2460;32;0;0;0
Франция;18.02.2021;3596078;253337;83541;22518;1390;271
Филиппины;20.04.2021;953106;809959;16141;7361;21637;93
Маврикий;25.01.2021;556;525;10;0;7;0
Таиланд;14.02.2021;24571;22111;80;166;931;0
Ирландия;12.07.2021;278464;23364;5006;572;0;0
Сенегал;20.04.2021;39836;38600;1095;15;61;4
Уганда;11.03.2021;40535;15095;334;15;0;0
Антигуа и Барбуда;01.06.2021;1260;1213;42;0;0;0
Самоа;17.10.2021;3;"";0;0;"";0
Восточный Тимор;30.04.2021;2276;1209;3;86;142;0
Бангладеш;11.05.2021;776257;715321;12005;1230;3044;33
Бутан;24.02.2021;867;862;1;0;0;0
Панама;07.12.2021;479231;"";7375;178;"";1
Мозамбик;10.08.2021;134343;"";1641;1166;"";13
Сальвадор;23.07.2021;84691;75724;2538;547;116;9
Никарагуа;14.09.2021;9732;"";201;0;"";0
Кипр;09.01.2021;27131;2057;142;466;0;1
Аргентина;10.10.2021;5265859;"";115473;331;"";15
Грузия;22.05.2021;336840;317069;4602;1071;680;33
Республика Конго;05.07.2021;12790;11759;167;95;548;1
Южная Корея;10.04.2021;109559;100109;1768;614;808;3
Гана;22.07.2021;99160;95221;815;0;0;0
Южный Судан;13.04.2021;10387;10148;114;6;0;0
Кирибати;02.11.2021;2;"";0;0;"";0
ДР Конго;29.09.2021;56862;"";1084;0;"";0
Словения;18.05.2021;249921;238517;4333;497;887;6
Габон;31.08.2021;25888;"";166;69;"";1
Монголия;24.11.2021;659097;"";1896;2585;"";11
Буркина-Фасо;16.07.2021;13532;13335;169;2;0;0
Winter Olympics 2022;29.11.2021;0;"";0;0;"";0
Тринидад и Тобаго;24.06.2021;31429;23014;775;222;384;7
Эквадор;15.12.2021;534757;"";33581;581;"";11
Дания;23.05.2021;274204;258087;2509;838;852;1
ЮАР;31.05.2021;1665617;1559337;56506;6547;5153;143
Перу;10.10.2021;2184223;"";199675;634;"";34
Венгрия;19.03.2021;549839;364808;17841;10759;3913;213
Япония;09.09.2021;1619873;"";16635;10396;"";88
Латвия;12.01.2021;50777;36260;882;878;0;18
Намибия;09.03.2021;40337;37893;444;150;315;5
Венесуэла;30.01.2021;126323;118385;1183;547;518;6
Нигерия;21.11.2021;213589;"";2974;57;"";1
Эстония;26.07.2021;132524;128414;1271;66;18;0
Польша;03.10.2021;2910866;"";75695;1090;"";6
Барбадос;30.01.2021;1523;1139;12;25;16;0
Белиз;26.06.2021;13137;12612;329;0;0;0
Испания;04.02.2021;2913425;150376;60802;29960;0;432
Панама;04.11.2021;473089;"";7321;84;"";1
Кения;26.10.2021;252839;"";5263;151;"";3
Коморские острова;04.02.2021;2975;2152;105;83;92;1
Австрия;22.09.2021;723134;"";13417;1378;"";12
Армения;15.09.2021;250559;"";5056;756;"";22
Доминиканская Республика;07.07.2021;330941;271753;3870;697;856;4
Парагвай;16.11.2021;462059;"";16342;56;"";2
Судно "MS Zaandam";03.08.2021;9;7;2;0;0;0
Папуа — Новая Гвинея;29.04.2021;10997;8943;107;82;170;0
Турция;17.03.2021;2930554;2752023;29696;18912;17161;73
Джибути;27.12.2021;13593;"";189;21;"";0
Гренада;27.11.2021;5888;"";200;4;"";0
Казахстан;05.01.2021;205064;179377;2845;771;885;0
Бразилия;22.04.2021;14182258;12530970;384022;48108;94760;2051
Мальта;07.08.2021;34787;"";424;71;"";0
Северная Македония;12.05.2021;154372;139266;5151;150;487;16
Китай;14.03.2021;110562;96990;4849;40;37;0
Судан;16.11.2021;41309;"";3099;0;"";0
Таджикистан;12.06.2021;13714;13218;91;0;0;0
Швеция;01.10.2021;1153655;"";14868;769;"";4
Финляндия;26.08.2021;125014;"";1046;699;"";2
Камерун;04.01.2021;26848;24892;448;0;0;0
Израиль;30.06.2021;841777;833362;6429;291;69;0
Мали;13.12.2021;18627;"";630;36;"";1
Ирак;04.06.2021;1218524;1133347;16488;4157;4126;26
Румыния;10.04.2021;1002865;902239;25006;4310;5666;139
Багамские острова;04.11.2021;22485;"";657;56;"";14
Эритрея;21.04.2021;3564;3389;10;16;48;0
Коста-Рика;29.08.2021;455784;"";5431;0;"";0
Италия;03.03.2021;2976274;2440218;98635;20840;14068;347
Чили;29.05.2021;1369597;1295499;29047;8216;7695;119
Азербайджан;16.06.2021;335291;329038;4959;27;162;1
Чад;07.08.2021;4977;"";174;0;"";0
Гамбия;24.08.2021;9470;"";301;0;"";0
Малайзия;27.09.2021;2209194;"";25695;10959;"";258
Кот-д’Ивуар;21.10.2021;61139;"";689;26;"";0
Вьетнам;30.03.2021;2594;2359;35;0;51;0
Summer Olympics 2020;28.11.2021;865;"";0;0;"";0
Сан-Томе и Принсипи;30.05.2021;2345;2291;37;0;0;0
Marshall Islands;16.09.2021;4;"";0;0;"";0
Оман;17.09.2021;303309;"";4092;0;"";0
Руанда;09.01.2021;9461;6956;118;93;16;3
Кабо-Верде;21.06.2021;32039;31091;283;37;103;0
Нидерланды;19.06.2021;1706606;27202;18007;714;20;3
Сейшельские острова;23.02.2021;2464;2016;11;63;76;1
Сенегал;14.04.2021;39560;38290;1084;65;49;3
Ирландия;07.08.2021;310628;"";5044;1828;"";0
Восточный Тимор;04.04.2021;714;267;0;0;0;0
Антигуа и Барбуда;06.05.2021;1232;1014;32;0;0;0
Самоа;12.11.2021;3;"";0;0;"";0
Турция;02.12.2021;8839891;"";77230;21747;"";192
Монако;09.08.2021;2992;"";33;18;"";0
Канада;23.01.2021;748567;663552;18981;4302;4367;117
Франция;12.02.2021;3486612;244962;81595;20709;1;645
ЦАР;03.05.2021;6411;5112;88;0;0;0
Таиланд;08.02.2021;23557;17410;80;186;0;1
Маврикий;03.01.2021;527;496;10;0;0;0
Филиппины;14.04.2021;892880;704386;15447;8097;423;161
Уганда;07.11.2021;126570;"";3227;78;"";1
Кипр;19.01.2021;29587;2057;176;162;0;5
Аргентина;14.09.2021;5229848;"";113816;3017;"";176
Бутан;29.01.2021;858;780;1;1;4;0
Грузия;11.08.2021;461198;"";6230;5352;"";48
Бангладеш;02.06.2021;804293;744065;12694;1988;1914;34
Сальвадор;29.07.2021;86059;76056;2599;0;0;12
Никарагуа;10.10.2021;11739;"";205;0;"";0
Мозамбик;05.09.2021;147923;"";1878;138;"";1
Камбоджа;23.02.2021;633;476;0;40;1;0
Мьянма;02.06.2021;143823;132388;3218;72;28;1
Иран;05.03.2021;1673470;1428008;60512;8367;7050;81
Фиджи;24.11.2021;52474;"";695;6;"";0
Албания;13.11.2021;192600;"";2986;587;"";3
Эфиопия;13.11.2021;368646;"";6613;300;"";12
Сент-Китс и Невис;31.12.2021;2999;"";28;81;"";0
Сингапур;08.03.2021;60046;59900;29;13;6;0
Бенин;05.10.2021;23890;"";159;0;"";0
Боливия;02.06.2021;378028;299462;14732;3310;1882;93
Бельгия;30.12.2021;2089657;"";28308;13876;"";41
ОАЭ;13.11.2021;740879;"";2143;78;"";1
Молдавия;05.10.2021;299843;"";6901;1533;"";24
Словакия;03.02.2021;451043;226471;4889;6481;3829;105
Андорра;22.04.2021;12942;12375;123;25;41;0
Босния и Герцеговина;02.06.2021;204172;175704;9303;79;248;33
Winter Olympics 2022;14.03.2021;0;0;0;0;0;0
Люксембург;15.09.2021;76996;"";834;102;"";0
Гватемала;28.09.2021;553289;"";13453;2956;"";59
Экваториальная Гвинея;06.11.2021;13407;"";168;0;"";0
Сент-Винсент и Гренадины;27.03.2021;1723;1583;10;2;6;0
Гайана;22.07.2021;21733;20009;515;0;0;0
Korea, North;07.04.2021;0;0;0;0;0;0
Тунис;21.07.2021;555997;449036;17913;1086;5057;92
Сирия;01.05.2021;22818;16992;1598;85;171;6
Чехия;21.02.2021;1153159;1014997;19214;6838;2903;117
Ливан;12.08.2021;578367;"";7962;1817;"";4
Зимбабве;30.09.2021;130820;"";4623;335;"";7
Сербия;31.10.2021;1142749;"";9955;4929;"";65
Micronesia;10.01.2021;0;0;0;0;0;0
Лесото;11.04.2021;10707;4674;315;0;203;0
Алжир;24.11.2021;209463;"";6035;180;"";5
Сьерра-Леоне;20.01.2021;3030;2109;77;0;0;0
Гвинея-Бисау;27.12.2021;6466;"";149;0;"";0
Беларусь;21.06.2021;411153;404025;3053;475;267;9
Танзания;12.02.2021;509;183;21;0;0;0
Литва;09.03.2021;202883;189070;3346;438;825;6
Summer Olympics 2020;21.03.2021;0;0;0;0;0;0
Куба;12.03.2021;59919;54852;365;762;768;4
Швейцария;01.05.2021;659974;317600;10565;0;0;10
Доминика;01.01.2022;6862;"";47;48;"";0
Antarctica;27.02.2021;0;0;0;0;0;0
Саудовская Аравия;23.09.2021;546735;"";8679;0;"";0
Непал;14.10.2021;804276;"";11269;398;"";8
Гаити;30.08.2021;20850;"";584;17;"";0
Ливия;22.10.2021;352881;"";4982;689;"";20
Лаос;03.02.2021;45;41;0;1;0;0
Суринам;09.07.2021;23169;19168;568;172;148;5
Лихтенштейн;04.05.2021;3041;2830;57;7;12;0
Италия;12.12.2021;5225517;"";134831;19212;"";66
Узбекистан;10.05.2021;94759;90292;662;362;239;0
Пакистан;09.06.2021;937434;871669;21529;1303;1978;76
Сан-Марино;30.09.2021;5440;"";91;2;"";0
Катар;16.05.2021;213183;207077;530;256;770;4
Бурунди;28.07.2021;6715;773;9;142;0;1
Йемен;16.10.2021;9512;"";1802;17;"";4
Ботсвана;14.10.2021;181856;"";2386;605;"";5
Гамбия;02.06.2021;5993;5780;179;0;0;0
Сербия;11.12.2021;1273103;"";12148;1309;"";35
Сан-Томе и Принсипи;08.05.2021;2318;2262;35;1;4;0
Marshall Islands;08.10.2021;4;"";0;0;"";0
Азербайджан;22.06.2021;335568;329710;4963;47;111;0
Чили;07.05.2021;1235778;1170437;27004;6530;4210;109
Вьетнам;08.03.2021;2524;1920;35;12;0;0
Кот-д’Ивуар;31.10.2021;61297;"";695;5;"";0
Малайзия;21.09.2021;2127934;"";24078;15759;"";334
Чад;12.07.2021;4954;4777;174;0;0;0
Сейшельские острова;01.02.2021;1201;1052;4;15;37;1
Кабо-Верде;27.06.2021;32372;31416;286;28;45;0
Нидерланды;07.08.2021;1916901;"";18160;2499;"";9
Россия;27.01.2021;3733692;3168370;69971;17464;27440;580
Оман;09.10.2021;303915;"";4101;0;"";0
Израиль;08.06.2021;839585;832876;6418;0;0;0
Мали;17.11.2021;16758;"";589;42;"";0
Мексика;21.12.2021;3934102;"";297916;0;"";0
Ирак;09.05.2021;1112725;1005369;15771;4167;6743;30
Финляндия;20.08.2021;121515;"";1037;670;"";2
Камерун;26.01.2021;29617;28045;462;0;0;0
Коста-Рика;23.08.2021;445442;"";5361;4795;"";49
Италия;30.10.2021;4767440;"";132074;4877;"";37
Эритрея;11.04.2021;3447;3166;10;0;0;0
Багамские острова;25.10.2021;22259;"";642;80;"";0
Румыния;02.05.2021;1057655;995506;28282;1083;2901;88
Парагвай;08.12.2021;463479;"";16484;0;"";0
Доминиканская Республика;11.06.2021;306698;249637;3700;1129;671;5
Панама;06.03.2021;344477;331233;5910;734;759;3
Кения;01.11.2021;253339;"";5281;29;"";0
Белиз;20.06.2021;13004;12551;328;0;0;0
Гондурас;19.12.2021;378685;"";10423;0;"";0
Армения;11.10.2021;272957;"";5575;601;"";26
Барбадос;25.02.2021;2949;2171;32;42;79;0
Испания;26.02.2021;3188553;150376;69142;8341;0;329
Австрия;02.10.2021;741366;"";13523;1739;"";9
Коморские острова;26.02.2021;3558;3255;144;6;52;0
Таджикистан;04.07.2021;14003;13365;94;28;19;1
Судан;08.12.2021;44406;"";3201;236;"";1
Китай;24.03.2021;110887;97315;4850;30;32;1
Северная Македония;03.06.2021;155364;148872;5435;19;26;6
Турция;09.11.2021;8288165;"";72510;28662;"";196
Папуа — Новая Гвинея;03.04.2021;6619;846;60;144;0;0
Швеция;09.04.2021;857401;0;13621;7772;0;26
Судно "MS Zaandam";08.07.2021;9;7;2;0;0;0
Бразилия;12.04.2021;13530757;11892229;355242;39650;13271;1711
Мальта;19.06.2021;30588;30139;420;0;3;0
Уганда;04.12.2021;127651;"";3254;0;"";1
Гренада;03.12.2021;5900;"";200;0;"";0
Казахстан;15.01.2021;213855;186859;2885;1043;700;0
Габон;21.08.2021;25667;"";165;0;"";0
Словения;28.05.2021;253140;244153;4370;292;468;4
ЮАР;05.05.2021;1588221;1510385;54557;2073;729;46
Дания;13.05.2021;264214;249377;2500;1355;828;0
Тринидад и Тобаго;14.06.2021;28982;19141;677;259;337;7
Буркина-Фасо;26.07.2021;13550;13355;169;12;0;0
Монголия;30.11.2021;668402;"";1930;1041;"";8
Гана;28.07.2021;103019;97213;823;916;454;0
Республика Конго;13.06.2021;12121;11211;160;0;0;0
Южная Корея;02.05.2021;123728;113356;1834;488;491;1
Люксембург;25.12.2021;98983;"";907;0;"";0
ДР Конго;19.09.2021;56387;"";1068;0;"";0
Кирибати;27.10.2021;2;"";0;0;"";0
Южный Судан;19.04.2021;10473;10215;114;0;0;0
Япония;17.05.2021;688212;595021;11645;3677;5133;122
Эстония;16.07.2021;131743;128077;1271;62;35;0
Нигерия;01.12.2021;214270;"";2978;52;"";1
Перу;14.09.2021;2162294;"";198840;936;"";41
Польша;07.04.2021;2471617;2054697;55703;14908;18120;638
Венесуэла;25.02.2021;137871;129927;1334;426;440;3
Намибия;31.03.2021;44139;41848;523;88;172;3
Венгрия;13.03.2021;507627;349530;16790;9444;2626;163
Сомали;28.04.2021;13915;5847;713;0;0;0
Катар;14.07.2021;223780;221665;599;134;116;0
Бурунди;30.05.2021;4754;773;6;39;0;0
Замбия;12.10.2021;209396;"";3654;43;"";0
Ботсвана;18.04.2021;44075;39493;671;0;0;0
Мадагаскар;21.10.2021;43622;"";960;0;"";0
Канада;13.06.2021;1407055;1366469;25932;922;1523;17
Йемен;12.04.2021;5446;2059;1068;89;6;19
Лихтенштейн;30.10.2021;3662;"";61;0;"";0
Гаити;30.06.2021;18562;12847;425;221;5;10
Ливия;10.04.2021;166888;152328;2807;0;0;0
Мавритания;17.12.2021;39990;"";852;26;"";0
Суринам;17.05.2021;12107;10325;230;157;88;2
Саудовская Аравия;02.03.2021;378002;368926;6505;302;286;5
Непал;18.04.2021;284673;275300;3083;1015;262;8
Индия;03.02.2021;10790183;10480455;154703;12899;17824;107
Великобритания;30.04.2021;4432245;14683;127775;2397;25;16
Сан-Марино;27.03.2021;4603;4000;84;56;53;0
Черногория;30.10.2021;143785;"";2100;463;"";5
Пакистан;23.08.2021;1131659;"";25094;4075;"";91
Мьянма;30.01.2021;139864;124441;3125;349;377;10
Австралия;13.01.2021;28660;22650;909;10;7;0
Афганистан;30.08.2021;153148;"";7116;115;"";7
Куба;17.09.2021;784416;"";6676;8291;"";75
Швейцария;29.10.2021;872558;"";11233;1721;"";14
Литва;20.09.2021;317869;"";4819;779;"";25
Гвинея;08.03.2021;16912;15236;97;242;55;2
Беларусь;11.08.2021;456247;"";3562;966;"";11
Сирия;29.10.2021;42886;"";2550;265;"";8
Египет;02.11.2021;332889;"";18769;921;"";58
Мальдивы;18.02.2021;18340;15863;58;116;95;0
Либерия;17.12.2021;5844;"";287;0;"";0
Вануату;27.12.2021;7;"";1;0;"";0
Ливан;20.06.2021;543505;527645;7822;134;0;3
Греция;05.04.2021;277277;93764;8453;1863;0;73
Зимбабве;27.03.2021;36818;34575;1519;13;3;1
Ангола;09.10.2021;61245;"";1618;222;"";5
Молдавия;22.03.2021;216094;189875;4590;1060;1512;31
Боливия;25.07.2021;468423;400682;17651;448;1033;14
Тунис;05.05.2021;315600;269653;11122;1448;2957;106
Экваториальная Гвинея;23.04.2021;7559;7097;107;54;81;1
Сент-Винсент и Гренадины;30.09.2021;3508;"";21;85;"";2
Гватемала;02.04.2021;195036;178659;6875;280;695;15
Андорра;11.11.2021;15744;"";130;0;"";0
Босния и Герцеговина;25.07.2021;205420;188460;9675;0;0;0
Иран;24.09.2021;5508885;"";118792;15294;"";284
Бенин;22.03.2021;6818;5552;90;0;0;0
Сингапур;21.09.2021;79899;"";65;1178;"";3
Узбекистан;22.02.2021;79681;78171;622;27;19;0
Аргентина;11.03.2021;2177898;1968462;53493;8204;6822;134
Португалия;14.10.2021;1077963;"";18071;777;"";6
Того;14.12.2021;26416;"";243;0;"";0
Бруней;01.01.2022;15470;"";98;0;"";0
Сальвадор;29.05.2021;73246;68408;2241;0;0;4
Никарагуа;21.03.2021;5251;4225;176;0;0;0
Украина;25.01.2021;1234772;986655;23001;2807;5886;75
Мозамбик;28.06.2021;75422;71150;869;284;69;1
Бангладеш;25.07.2021;1164635;998923;19274;11291;10584;228
Нигер;26.11.2021;6921;"";251;0;"";0
Малави;20.04.2021;33968;31810;1142;9;36;3
Новая Зеландия;16.11.2021;9286;"";36;197;"";0
Антигуа и Барбуда;20.07.2021;1275;1225;42;0;0;0
Ямайка;06.07.2021;50404;33699;1096;15;1095;2
Самоа;21.04.2021;3;2;0;0;0;0
Восточный Тимор;24.10.2021;19770;"";121;4;"";1
Бахрейн;16.02.2021;114361;106412;410;771;628;4
Ирландия;24.05.2021;259159;23364;4941;349;0;0
Тонга;16.02.2021;0;0;0;0;0;0
Сенегал;18.10.2021;73873;"";1871;7;"";0
Филиппины;18.10.2021;2727286;"";40761;6918;"";86
ЦАР;31.10.2021;11518;"";100;0;"";0
Эстония;10.05.2021;125337;116024;1204;211;116;3
Гамбия;30.01.2021;4090;3792;128;71;12;0
Индонезия;04.01.2021;772103;639103;22911;6753;7166;177
Палау;07.02.2021;0;0;0;0;0;0
Венгрия;16.09.2021;816680;"";30118;458;"";4
США;18.12.2021;50835370;"";805599;79745;"";661
Намибия;26.09.2021;127261;"";3494;34;"";2
Исландия;10.12.2021;19159;"";35;107;"";0
Перу;11.03.2021;1387457;1294623;129608;7434;6556;621
Буркина-Фасо;05.06.2021;13452;13265;167;5;2;0
Тринидад и Тобаго;14.08.2021;41676;"";1173;148;"";6
ЮАР;21.07.2021;2327472;2098818;68192;16240;13699;516
Дания;13.07.2021;302081;291670;2540;1075;289;0
Словения;03.08.2021;259486;253861;4429;182;89;0
Габон;07.06.2021;24591;22815;154;0;0;0
Руанда;10.07.2021;47667;32006;551;830;869;17
Россия;09.06.2021;5096657;4706871;122802;10271;9680;393
Южный Судан;10.11.2021;12546;"";133;29;"";0
Кирибати;05.04.2021;0;0;0;0;0;0
ДР Конго;06.03.2021;26469;22432;712;129;1831;1
Республика Конго;19.08.2021;13398;"";179;0;"";0
Южная Корея;28.10.2021;360536;"";2817;2124;"";9
Гана;30.05.2021;93898;91961;785;123;108;1
Северная Македония;24.07.2021;156054;150273;5489;37;10;0
Китай;07.10.2021;136319;"";5693;45;"";0
Таджикистан;26.08.2021;17053;"";125;46;"";0
Бразилия;16.10.2021;21642550;"";603417;9761;"";465
Кувейт;02.05.2021;276586;260008;1578;1316;1409;9
Судно "MS Zaandam";18.05.2021;9;7;2;0;0;0
Папуа — Новая Гвинея;25.10.2021;27895;"";335;268;"";0
Колумбия;09.12.2021;5088008;"";128969;1627;"";95
Португалия;26.11.2021;1136446;"";18393;3205;"";8
Доминиканская Республика;17.08.2021;346510;"";3985;51;"";0
Болгария;19.01.2021;212927;170498;8614;544;6243;49
Бруней;10.10.2021;8980;"";64;381;"";1
Сент-Люсия;20.11.2021;12894;"";278;0;"";0
Армения;20.03.2021;183127;167977;3332;1071;459;12
Австрия;29.03.2021;531273;494377;11333;2646;2758;29
Белиз;12.08.2021;14738;"";344;66;"";0
Кения;28.04.2021;158326;107882;2688;834;1046;23
Мавритания;23.09.2021;35717;"";768;56;"";0
Коста-Рика;09.06.2021;336007;258822;4278;2187;6134;27
Багамские острова;03.04.2021;9171;8676;188;0;0;0
Западный берег реки Иордан;22.12.2021;467391;"";4882;333;"";7
Румыния;28.10.2021;1616027;"";46430;13197;"";415
Судно "Diamond Princess";19.11.2021;712;"";13;0;"";0
Эритрея;17.10.2021;6774;"";45;1;"";1
Черногория;12.12.2021;159788;"";2350;153;"";1
Киргизия;01.02.2021;84588;80987;1412;0;0;0
Ирак;17.07.2021;1483014;1348303;17789;8149;7920;38
Израиль;24.08.2021;1011223;"";6880;12113;"";24
Замбия;28.11.2021;210143;"";3667;5;"";0
Мальта;13.01.2021;14958;12123;234;189;107;0
Мадагаскар;19.11.2021;43672;"";964;0;"";0
Финляндия;12.06.2021;93907;46000;980;70;0;0
Египет;09.12.2021;366634;"";20919;803;"";42
Кабо-Верде;02.09.2021;35624;"";314;118;"";0
Оман;18.03.2021;149135;137871;1620;577;327;3
Папский Престол;19.02.2021;27;15;0;0;0;0
Marshall Islands;19.03.2021;4;4;0;0;0;0
Сан-Томе и Принсипи;22.07.2021;2417;2340;37;0;0;0
Япония;15.02.2021;417694;384941;7043;965;2211;73
Чад;14.05.2021;4897;4677;173;2;5;1
Латвия;09.07.2021;137831;134610;2536;34;30;1
Уругвай;14.02.2021;48909;42889;535;450;384;2
Малайзия;08.03.2021;314989;294033;1182;1529;2076;8
Вьетнам;21.09.2021;707436;"";17545;11692;"";240
Кот-д’Ивуар;03.05.2021;46154;45662;287;40;80;1
Норвегия;13.02.2021;66392;17998;592;156;0;0
Шри-Ланка;16.12.2021;577724;"";14698;758;"";21
Чили;23.07.2021;1606358;1559891;34875;1645;1222;83
Соломоновы острова;02.01.2021;17;5;0;0;0;0
Азербайджан;07.09.2021;447725;"";5920;2447;"";41
Украина;03.01.2021;1107137;755810;19630;4881;6439;132
Сальвадор;07.05.2021;70255;65778;2146;258;247;3
Никарагуа;11.03.2021;5216;4225;175;0;0;0
Новая Зеландия;08.12.2021;12623;"";42;105;"";0
Португалия;19.03.2021;816623;766170;16754;568;1571;11
Мозамбик;18.06.2021;72123;70030;844;194;2;0
Нигер;06.12.2021;7091;"";264;11;"";3
Бангладеш;19.07.2021;1117310;941343;18125;13321;9335;231
Аргентина;21.03.2021;2245771;2030153;54545;4032;6489;28
Эсватини;21.01.2021;14017;8822;441;228;170;14
Малави;12.09.2021;61113;"";2238;15;"";2
Того;18.11.2021;26185;"";243;7;"";0
Филиппины;09.11.2021;2806694;"";44567;1400;"";46
Ямайка;21.07.2021;51408;46751;1163;126;27;5
ЦАР;21.10.2021;11478;"";100;0;"";0
Восточный Тимор;03.11.2021;19790;"";122;0;"";0
Кувейт;16.12.2021;413891;"";2466;44;"";0
Антигуа и Барбуда;30.07.2021;1303;1235;43;8;0;0
Самоа;11.04.2021;3;2;0;0;0;0
Сенегал;09.11.2021;73942;"";1881;3;"";1
Тонга;06.02.2021;0;0;0;0;0;0
Ирландия;14.05.2021;254870;23364;4941;420;0;4
Бахрейн;06.02.2021;106713;100772;379;515;409;2
Сент-Винсент и Гренадины;24.09.2021;3158;"";17;87;"";0
Экваториальная Гвинея;17.04.2021;7259;6885;106;0;0;0
Тунис;31.05.2021;345474;303467;12654;786;1598;31
Андорра;16.10.2021;15338;"";130;0;"";0
Босния и Герцеговина;19.07.2021;205313;187885;9669;28;672;3
Гватемала;07.03.2021;178560;164940;6473;223;376;6
Молдавия;16.03.2021;207012;180763;4402;1688;1289;33
Боливия;19.07.2021;463125;392548;17475;971;1803;17
Сингапур;27.09.2021;89539;"";80;1647;"";2
Бенин;16.03.2021;6501;5552;81;0;0;0
Иран;30.09.2021;5587040;"";120428;14078;"";268
Литва;26.09.2021;326370;"";4916;1344;"";16
Афганистан;11.05.2021;62403;54503;2710;340;121;12
Швейцария;23.10.2021;862411;"";11181;0;"";-1
Куба;09.10.2021;914779;"";7812;3442;"";35
Беларусь;02.09.2021;485067;"";3803;1836;"";12
Гвинея;02.11.2021;30672;"";385;5;"";0
Австралия;07.01.2021;28571;22606;909;25;6;0
Зимбабве;05.03.2021;36248;33759;1484;25;127;1
Египет;08.03.2021;187094;144485;11038;591;466;43
Греция;27.09.2021;648091;"";14727;2122;"";48
Ливан;26.06.2021;544291;531749;7841;126;317;2
Сирия;23.10.2021;41222;"";2492;300;"";14
Ангола;17.04.2021;24300;22576;561;178;373;1
Мальдивы;12.02.2021;17507;15142;57;120;61;1
Йемен;22.04.2021;6020;2393;1157;60;84;10
Сомали;20.09.2021;19235;"";1079;231;"";16
Монако;12.02.2021;1752;1490;21;17;35;2
Ботсвана;24.04.2021;45855;41338;691;0;0;0
Мадагаскар;28.03.2021;23585;21636;387;161;67;6
Канада;28.07.2021;1432659;1403323;26571;843;359;10
Замбия;21.03.2021;86449;83258;1179;176;148;1
Бурунди;08.05.2021;4149;773;6;17;0;0
Катар;05.08.2021;227055;"";601;181;"";0
Индия;01.03.2021;11124527;10798921;157248;12286;12469;91
Пакистан;29.08.2021;1156281;"";25670;3800;"";66
Сан-Марино;05.03.2021;3867;3386;75;38;25;0
Грузия;10.02.2021;263601;255385;3311;544;469;5
Германия;18.12.2021;6764188;"";108053;42813;"";414
Гаити;08.06.2021;15895;12557;333;460;0;8
Ливия;02.05.2021;177871;163716;3039;363;525;10
Лихтенштейн;20.10.2021;3610;"";60;4;"";0
Суринам;27.05.2021;14012;11222;275;292;91;7
Черногория;03.03.2021;77493;67687;1031;625;480;8
Непал;24.04.2021;297087;277123;3136;2486;368;14
Саудовская Аравия;28.03.2021;388325;376947;6650;531;389;7
Великобритания;18.09.2021;7435493;"";135479;29519;"";164
Оман;12.03.2021;145257;135227;1600;0;0;0
Кабо-Верде;11.08.2021;34171;"";298;59;"";0
Норвегия;19.02.2021;68107;17998;607;283;0;0
Кот-д’Ивуар;07.04.2021;44880;43446;257;26;316;1
